layer,r_tot,r_mean,r_std,lang,r_transf,r_random
0,0.369239251930622,0.3698381173206129,0.0762646602728807,ca,0.17681576046971886,0.005443321919904804
0,0.369239251930622,0.3698381173206129,0.0762646602728807,ja,0.020117179141195568,-0.04107746299949421
0,0.369239251930622,0.3698381173206129,0.0762646602728807,en,0.1174325032495805,-0.11620986934623699
0,0.369239251930622,0.3698381173206129,0.0762646602728807,es,-0.036084345683740665,0.11399512770004065
0,0.369239251930622,0.3698381173206129,0.0762646602728807,mr,-0.021004623580668354,-0.12649754634874558
0,0.369239251930622,0.3698381173206129,0.0762646602728807,af,0.15989538721253135,-0.22919497739191322
0,0.369239251930622,0.3698381173206129,0.0762646602728807,vi,0.05547707424380878,0.036376700702720234
0,0.369239251930622,0.3698381173206129,0.0762646602728807,ta,0.19448673350641257,-0.12337267667038646
0,0.369239251930622,0.3698381173206129,0.0762646602728807,lt,0.031499912434769975,-0.03464183450273814
0,0.369239251930622,0.3698381173206129,0.0762646602728807,tr,0.1078360917953837,0.0758159546372781
0,0.369239251930622,0.3698381173206129,0.0762646602728807,nl,0.03697930009775597,-0.05870069042609224
0,0.369239251930622,0.3698381173206129,0.0762646602728807,no,0.047703480873303394,-0.01809268869980781
0,0.369239251930622,0.3698381173206129,0.0762646602728807,fa,0.21511423159508017,0.05152973626902488
0,0.369239251930622,0.3698381173206129,0.0762646602728807,fr,0.005714261272518388,-0.04911048684021418
0,0.369239251930622,0.3698381173206129,0.0762646602728807,ro,0.1607095937192254,0.02762084266194272
0,0.369239251930622,0.3698381173206129,0.0762646602728807,ita,-0.0031853303164376353,-0.014432424465798975
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,ca,0.2422388537166461,-0.06552284773072944
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,ja,0.008091587317328619,-0.09147206965568715
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,en,0.0531726969878816,-0.13950720339770692
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,es,-0.007089338638659918,0.07904620114799873
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,mr,-0.02239223107823723,-0.053870633551100486
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,af,0.13112668917283535,-0.10740820393875111
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,vi,-0.004334081809417788,-0.08286988491837871
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,ta,0.21323463675720694,-0.26166824630120145
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,lt,0.03308525878997228,-0.051105522134051534
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,tr,0.1246572580485113,0.09375788706640292
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,nl,0.042426802222020714,-0.07483028358313881
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,no,0.09885220663291587,-0.05130696838917775
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,fa,0.28042325491566644,0.042414542019823656
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,fr,0.014456371477070634,-0.11492416234601326
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,ro,0.13739488988674153,0.026763527551324783
1,0.38129720244087406,0.38267205739197785,0.07361706925883216,ita,0.04957994812053046,-0.09010542078937796
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,ca,0.21080764034163268,-0.10600864947504815
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,ja,0.06145370225734191,-0.08184831398917942
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,en,0.07897741152572793,-0.1503243504111402
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,es,0.04776900413000611,0.04667221515618587
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,mr,0.1565456636473976,0.0018331831369134805
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,af,0.1690329360892794,-0.10240641735350413
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,vi,0.05471810505428886,-0.016741677000250955
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,ta,0.15395418612401468,-0.19786002904001607
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,lt,0.06408429227163799,-0.07394160648538743
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,tr,0.1529968717953244,0.06292147517714905
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,nl,0.06041611932755343,-0.08344219660473971
2,0.38865042864764254,0.38973948248643575,0.07893809364964913,no,0.13898761937250748,-0.04435193558908394
