,language,language_test,r
0,du,it,0.7361470186060828
1,du,en,0.7630530806719068
2,du,no,0.8358008116417729
3,du,sp,0.7724956204507448
4,du,tr,0.711176710705279
5,du,it,0.8064297006398019
6,du,en,0.7836340713227465
7,du,no,0.701552770753227
8,du,sp,0.7961838608508314
9,du,tr,0.6650448332035259
10,du,it,0.7584432491540212
11,du,en,0.5439428211150847
12,du,no,0.8259847254620062
13,du,sp,0.7807167219422959
14,du,tr,0.6137335126617829
15,du,it,0.7631951105657886
16,du,en,0.7807094664696096
17,du,no,0.7070923754646822
18,du,sp,0.788375561633335
19,du,tr,0.6122275285698738
20,du,it,0.6706974774336456
21,du,en,0.7213462540229968
22,du,no,0.7887132135920153
23,du,sp,0.7590835818241713
24,du,tr,0.6010993538324334
25,du,it,0.7451705393043936
26,du,en,0.7833174722831427
27,du,no,0.7834964942284515
28,du,sp,0.8114987392460661
29,du,tr,0.5779906027411935
30,du,it,0.7818806839539633
31,du,en,0.7736135938497943
32,du,no,0.8295764952945466
33,du,sp,0.7500541326704839
34,du,tr,0.6749414490362292
35,du,it,0.773079972903145
36,du,en,0.8122685926644185
37,du,no,0.8487657429601229
38,du,sp,0.7902875448255825
39,du,tr,0.5981949676137018
40,du,it,0.8202217998814141
41,du,en,0.7506607701286944
42,du,no,0.7943880213495187
43,du,sp,0.7644482722995379
44,du,tr,0.6249374494271894
45,du,it,0.760985394511277
46,du,en,0.7507066252846221
47,du,no,0.8034531416668284
48,du,sp,0.7662078242723497
49,du,tr,0.6697559512083644
50,du,it,0.7324995777791827
51,du,en,0.7870952747530154
52,du,no,0.8091825331139528
53,du,sp,0.7797448515698812
54,du,tr,0.5789071423626988
55,du,it,0.7826175910395595
56,du,en,0.8340858453291679
57,du,no,0.8405058552361171
58,du,sp,0.7968296601178885
59,du,tr,0.5666555968668958
60,it,du,0.73316005198785
61,it,en,0.7731337451453096
62,it,no,0.8013202652988655
63,it,sp,0.8502423054464681
64,it,tr,0.7314811123499392
65,it,du,0.8030583621734723
66,it,en,0.7754182773933085
67,it,no,0.6825640443705848
68,it,sp,0.8377549887935969
69,it,tr,0.7378341967058675
70,it,du,0.7616203687903994
71,it,en,0.7447259138517401
72,it,no,0.7755043738443934
73,it,sp,0.8374042903864255
74,it,tr,0.666698727797885
75,it,du,0.7290011442503
76,it,en,0.7560737751658628
77,it,no,0.6990803445259274
78,it,sp,0.8139601389835543
79,it,tr,0.6653986841594824
80,it,du,0.8079379975797991
81,it,en,0.7671776596525031
82,it,no,0.7367414700997462
83,it,sp,0.8581932977649337
84,it,tr,0.6602977602072558
85,it,du,0.7484864140194838
86,it,en,0.8314618528209394
87,it,no,0.7778722017381816
88,it,sp,0.8589121482217715
89,it,tr,0.6828145019745215
90,it,du,0.7996570721691918
91,it,en,0.7986715126988075
92,it,no,0.7832154874825525
93,it,sp,0.7843762241581819
94,it,tr,0.7162274946583439
95,it,du,0.7716902263120912
96,it,en,0.833251913161966
97,it,no,0.7812101793417967
98,it,sp,0.8524231503620506
99,it,tr,0.6167041398024142
100,it,du,0.7984402977542019
101,it,en,0.755356631544601
102,it,no,0.7088582376159067
103,it,sp,0.8073527485066667
104,it,tr,0.6580221362206484
105,it,du,0.7457581597876413
106,it,en,0.7512901476157786
107,it,no,0.7390207490286201
108,it,sp,0.8116117045414417
109,it,tr,0.6869682997540517
110,it,du,0.6445621107756784
111,it,en,0.8305895901250818
112,it,no,0.7880465384526977
113,it,sp,0.8458753208100134
114,it,tr,0.7147783516786124
115,it,du,0.7505342179660492
116,it,en,0.7949831776089852
117,it,no,0.8155936500158372
118,it,sp,0.8759804634619798
119,it,tr,0.6706567109014777
120,en,du,0.7381191066283751
121,en,it,0.7019091488185937
122,en,no,0.7825836915249813
123,en,sp,0.8032289333039919
124,en,tr,0.6938172478030169
125,en,du,0.7892774133456505
126,en,it,0.7911840281222838
127,en,no,0.64907960445927
128,en,sp,0.7695791266694753
129,en,tr,0.6871850370053166
130,en,du,0.7528385390606034
131,en,it,0.787140439649771
132,en,no,0.7459912086950125
133,en,sp,0.8276871776435125
134,en,tr,0.6520780393684857
135,en,du,0.7166825413111609
136,en,it,0.7481520669510535
137,en,no,0.6433368079799164
138,en,sp,0.7979175939682139
139,en,tr,0.5970329328842888
140,en,du,0.7836468096744607
141,en,it,0.685159676233961
142,en,no,0.7461464862017085
143,en,sp,0.811381448838759
144,en,tr,0.6070907200253491
145,en,du,0.7562531616826843
146,en,it,0.7585101570621398
147,en,no,0.7762292222459446
148,en,sp,0.826896749022245
149,en,tr,0.5973098682478605
150,en,du,0.8014020799525227
151,en,it,0.7899758059892297
152,en,no,0.7905096751153247
153,en,sp,0.7653351900622354
154,en,tr,0.6111109496499886
155,en,du,0.7783455235616886
156,en,it,0.7940491834531207
157,en,no,0.7904004902238356
158,en,sp,0.814823216548438
159,en,tr,0.6043721327435378
160,en,du,0.8197980082066298
161,en,it,0.8148130889558703
162,en,no,0.7082618487086019
163,en,sp,0.7600760624930503
164,en,tr,0.6462514511796953
165,en,du,0.7134586555980511
166,en,it,0.7936896472974918
167,en,no,0.7428801831848699
168,en,sp,0.799169312311322
169,en,tr,0.6378627126134112
170,en,du,0.6415158039656993
171,en,it,0.7888231127642017
172,en,no,0.7813573984830635
173,en,sp,0.8298607616036675
174,en,tr,0.6559011608755605
175,en,du,0.7443313339146095
176,en,it,0.7610084484175411
177,en,no,0.7784138710268322
178,en,sp,0.819507248006712
179,en,tr,0.5931729573146916
180,no,du,0.7248925783255662
181,no,it,0.7467342476274428
182,no,en,0.7276585122302884
183,no,sp,0.7723879969972224
184,no,tr,0.7061174100340998
185,no,du,0.7484047862294435
186,no,it,0.7727397510851141
187,no,en,0.7230801405275427
188,no,sp,0.7618862233839323
