,language,language_test,r
231,no,it,0.35597836494715335
232,no,en,0.12765439547629243
233,no,sp,0.22765808344961372
234,no,tr,-0.02011137634093173
235,no,du,0.377722370438075
236,no,it,0.4095763160910162
237,no,en,0.38259195168441346
238,no,sp,0.45338359810442436
239,no,tr,0.07875776236671585
240,sp,du,0.19858156813651875
241,sp,it,0.5387565072196498
242,sp,en,0.45380160230333977
243,sp,no,0.1266687233727145
244,sp,tr,0.38335501504083985
245,sp,du,0.308450723684587
246,sp,it,0.587892224681397
247,sp,en,0.42579972080404577
248,sp,no,0.3113807966519029
249,sp,tr,0.305271223437794
250,sp,du,0.3118713502722518
251,sp,it,0.5629024673041623
252,sp,en,0.5169638919347714
253,sp,no,0.27031351246878427
254,sp,tr,0.18004895495068118
255,sp,du,0.2821559587796191
256,sp,it,0.5983614645300634
257,sp,en,0.5811227201090852
258,sp,no,0.06996096132108523
259,sp,tr,0.36118805467751647
260,sp,du,0.2899230886709151
261,sp,it,0.5761066918477755
262,sp,en,0.4170125239327989
263,sp,no,0.2915106591869988
264,sp,tr,0.24229503043213477
265,sp,du,0.1417137049673313
266,sp,it,0.5570521981877066
267,sp,en,0.5531309722596282
268,sp,no,0.13501971349564731
269,sp,tr,0.23033550511266296
270,sp,du,0.3446196096297277
271,sp,it,0.607718210756368
272,sp,en,0.4680178154516745
273,sp,no,0.10388959551725663
274,sp,tr,0.3301176107918023
275,sp,du,0.2851282856861692
276,sp,it,0.6096594524798011
277,sp,en,0.5541625889858403
278,sp,no,0.23655583557876797
279,sp,tr,0.15686606510486914
280,sp,du,0.4307552022195961
281,sp,it,0.6179270666023228
282,sp,en,0.43609212386222523
283,sp,no,0.16624186142287076
284,sp,tr,0.21083631826336038
285,sp,du,0.33399766753447646
286,sp,it,0.5426472740181743
287,sp,en,0.47614094461724404
288,sp,no,0.3093692311553338
289,sp,tr,0.0982139569775927
290,sp,du,0.22457583815033305
291,sp,it,0.5847110178280683
292,sp,en,0.5029044972883152
293,sp,no,0.19241783665234102
294,sp,tr,0.1377266728856413
295,sp,du,0.24445305085077806
296,sp,it,0.6271757670559792
297,sp,en,0.39568646845181377
298,sp,no,0.19768626347970114
299,sp,tr,0.3418826333471501
300,tr,du,0.11046950274263065
301,tr,it,0.19224313783732191
302,tr,en,0.23439450379672624
303,tr,no,0.152245340792233
304,tr,sp,0.15438498898397227
305,tr,du,0.2755744903115617
306,tr,it,0.33094882787203594
307,tr,en,0.20369378047821593
308,tr,no,0.3289889320212611
309,tr,sp,0.3411254131269469
310,tr,du,0.17786981245837982
311,tr,it,0.11188920916939912
312,tr,en,0.13400925426252677
313,tr,no,0.15612627711975052
314,tr,sp,0.19761906197125514
315,tr,du,0.1261671280353985
316,tr,it,0.24104180270865985
317,tr,en,0.1501800930374435
318,tr,no,-0.08264732698955911
319,tr,sp,0.22006424619447174
320,tr,du,0.18917375174377646
321,tr,it,0.1774997463829964
322,tr,en,0.11160841657625259
323,tr,no,0.13818232938106348
324,tr,sp,0.1664611999678174
325,tr,du,0.258247585571522
326,tr,it,0.5037116525676635
327,tr,en,0.3641107598420597
328,tr,no,0.12878146200200027
329,tr,sp,0.37349595122102475
330,tr,du,0.2289324650532732
331,tr,it,0.3459455119431911
332,tr,en,0.20917329041208318
333,tr,no,0.12659002930232743
334,tr,sp,0.2792953863783618
335,tr,du,0.23119984745263436
336,tr,it,0.5124072522218867
337,tr,en,0.3017122987217781
338,tr,no,0.389926546821528
339,tr,sp,0.44664675345506555
340,tr,du,0.2957344210028529
341,tr,it,0.41179771531591025
342,tr,en,0.25125193168319293
343,tr,no,0.06947803198447468
344,tr,sp,0.11901248573961556
345,tr,du,0.255782121924044
346,tr,it,0.30279749292869373
347,tr,en,0.22741283877460136
348,tr,no,0.04035488264551329
349,tr,sp,0.08901008784269644
350,tr,du,0.05371030474350077
351,tr,it,0.19719423039009076
352,tr,en,0.011338040936906971
353,tr,no,0.15861739528376614
354,tr,sp,0.13625684212860037
355,tr,du,0.2589653224556351
356,tr,it,0.49858638549277234
357,tr,en,0.23111442363754892
358,tr,no,0.17861963092670763
359,tr,sp,0.31342980277589205
