,language,language_test,r
0,du,it,0.5380511587483557
1,du,en,0.41536485295976106
2,du,no,0.5469473399328244
3,du,sp,0.613581655963799
4,du,tr,0.40922667219855247
5,du,it,0.554871884915559
6,du,en,0.4414800772194817
7,du,no,0.5292804217425598
8,du,sp,0.5970748965446334
9,du,tr,0.3150047072036937
10,du,it,0.5218253369619272
11,du,en,0.448607745739802
12,du,no,0.7085150261992874
13,du,sp,0.6773576873859702
14,du,tr,0.22258180924661675
15,du,it,0.6236598587341269
16,du,en,0.5281585262567979
17,du,no,0.5496102697073104
18,du,sp,0.6247607715182008
19,du,tr,0.4881581210356312
20,du,it,0.5480890399926073
21,du,en,0.4405956943710318
22,du,no,0.6687344263097572
23,du,sp,0.5481909601930727
24,du,tr,0.3182914385441701
25,du,it,0.5914028991019188
26,du,en,0.5578259522532073
27,du,no,0.6152820008691402
28,du,sp,0.5811489513549463
29,du,tr,0.4367291052074866
30,du,it,0.5609169659367422
31,du,en,0.4713923710371965
32,du,no,0.60057175083535
33,du,sp,0.5202272597003211
34,du,tr,0.367362713061793
35,du,it,0.5944959280142215
36,du,en,0.5499576219600802
37,du,no,0.6951841826531262
38,du,sp,0.5659823100321884
39,du,tr,0.2656833458660544
40,du,it,0.625224032382457
41,du,en,0.4551817281200755
42,du,no,0.592529829367874
43,du,sp,0.4894149659082541
44,du,tr,0.37981868616189446
45,du,it,0.5459930391524013
46,du,en,0.32727100265998554
47,du,no,0.6744905926280846
48,du,sp,0.4893080068515623
49,du,tr,0.3239458956416372
50,du,it,0.6367271413011754
51,du,en,0.4835746794274242
52,du,no,0.5994460459496517
53,du,sp,0.6421871391999613
54,du,tr,0.313651789800694
55,du,it,0.5783477529022149
56,du,en,0.4090804611221468
57,du,no,0.6433655548213495
58,du,sp,0.5879289328422769
59,du,tr,0.3514680916157702
60,it,du,0.4468580136471387
61,it,en,0.4463404965532076
62,it,no,0.5176165159731538
63,it,sp,0.6156055474757876
64,it,tr,0.39133887199790385
65,it,du,0.462641180922063
66,it,en,0.4412730898933943
67,it,no,0.4905016906105082
68,it,sp,0.6457598181025935
69,it,tr,0.44925392092005484
70,it,du,0.5427403461429968
71,it,en,0.41624708843084585
72,it,no,0.5668427137010874
73,it,sp,0.6759393027853065
74,it,tr,0.2637756085735433
75,it,du,0.5345907820288278
76,it,en,0.5731853386939689
77,it,no,0.5079176623488283
78,it,sp,0.6358334124770111
79,it,tr,0.48134076259923536
80,it,du,0.5109508911519757
81,it,en,0.39324921249653716
82,it,no,0.6022246896334374
83,it,sp,0.5605498576697808
84,it,tr,0.3961853822528981
85,it,du,0.4285515261776634
86,it,en,0.6007915092307806
87,it,no,0.5395288484132367
88,it,sp,0.6343509160931288
89,it,tr,0.36173228426919757
90,it,du,0.5333322880292664
91,it,en,0.3987352406565957
92,it,no,0.428784727081689
93,it,sp,0.5332778395670531
94,it,tr,0.3400888317678119
95,it,du,0.5208823651435007
96,it,en,0.5756868732248319
97,it,no,0.6706234897323889
98,it,sp,0.6225970482704135
99,it,tr,0.3239365384009105
100,it,du,0.6085005610755254
101,it,en,0.4337503909586831
102,it,no,0.5016282699643444
103,it,sp,0.5208141464787952
