,language,language_test,r
0,du,it,0.388475963559755
1,du,en,0.4805984631309934
2,du,no,0.3842027487433416
3,du,sp,0.43366678922849977
4,du,tr,0.2249787297419465
5,du,it,0.3575143824551547
6,du,en,0.4688320051808285
7,du,no,0.31740813209152446
8,du,sp,0.30667903263189944
9,du,tr,0.2812622302568813
10,du,it,0.392403184551284
11,du,en,0.4408175018042247
12,du,no,0.49913000620992676
13,du,sp,0.4618766113498828
14,du,tr,0.1538340085625799
15,du,it,0.43949606819256276
16,du,en,0.5282592916105473
17,du,no,0.43798126416064626
18,du,sp,0.37689610298668696
19,du,tr,0.20967543463203267
20,du,it,0.4540987069364366
21,du,en,0.38991858600738266
22,du,no,0.3738599703917818
23,du,sp,0.1917555632250481
24,du,tr,0.20555485624906583
25,du,it,0.5390859856874415
26,du,en,0.47785489154864375
27,du,no,0.34127416190284116
28,du,sp,0.37441292290211603
29,du,tr,0.31586172309413546
30,du,it,0.40606271209746425
31,du,en,0.4149467157941703
32,du,no,0.40694470961264845
33,du,sp,0.37794416750002907
34,du,tr,0.21205804006285536
35,du,it,0.401047017356592
36,du,en,0.44768178845178136
37,du,no,0.5647088840233194
38,du,sp,0.28388763788811716
39,du,tr,0.27265245597797627
40,du,it,0.5143887795037688
41,du,en,0.4729906235786114
42,du,no,0.4087000831860294
43,du,sp,0.4123857155065159
44,du,tr,0.21903959459228584
45,du,it,0.45800261857229163
46,du,en,0.47900998616125107
47,du,no,0.433521925569576
48,du,sp,0.3088367937622266
49,du,tr,0.1861333758218431
50,du,it,0.5310960423473888
51,du,en,0.45640294218633626
52,du,no,0.5302370883434199
53,du,sp,0.38435175919055825
54,du,tr,0.17165589223938746
55,du,it,0.4743428116771735
56,du,en,0.5448565417927129
57,du,no,0.4288950026467873
58,du,sp,0.5151148318507788
59,du,tr,0.34056968087046485
60,it,du,0.3768473242732867
61,it,en,0.507030492859778
62,it,no,0.4202411044279011
63,it,sp,0.41809629327259096
64,it,tr,0.24938801008607905
65,it,du,0.47829256721268887
66,it,en,0.5251389312229847
67,it,no,0.34453772348461287
68,it,sp,0.4438123124472874
69,it,tr,0.4087501652163288
70,it,du,0.4053656489129366
71,it,en,0.37643328506579754
72,it,no,0.4227760449440896
73,it,sp,0.4674131518640218
74,it,tr,0.07951603438974492
75,it,du,0.362627617909718
76,it,en,0.5646367625841782
77,it,no,0.45656488522881034
78,it,sp,0.5227460060283746
79,it,tr,0.28495753419674297
80,it,du,0.5083211134035649
81,it,en,0.4341208372695341
82,it,no,0.43247874524949004
83,it,sp,0.323525576293766
84,it,tr,0.1838502902331838
85,it,du,0.3384873277895301
86,it,en,0.5218089703838033
87,it,no,0.39642863577729454
88,it,sp,0.5227288035957064
89,it,tr,0.23650833666914567
90,it,du,0.38895722586384657
91,it,en,0.4819225930947813
92,it,no,0.4651961966488199
93,it,sp,0.4282812122364866
94,it,tr,0.19152292065506024
95,it,du,0.4057483096555238
96,it,en,0.5251763839577097
97,it,no,0.4176433967784843
98,it,sp,0.3437156364388846
99,it,tr,0.042296133946502064
100,it,du,0.457537013651078
101,it,en,0.42271416901740255
102,it,no,0.4656875299338485
103,it,sp,0.3977670264261905
104,it,tr,0.1521496748720723
105,it,du,0.4732382349640558
106,it,en,0.5505886185834495
107,it,no,0.43131396413159323
108,it,sp,0.38575397675388734
109,it,tr,0.1779420968651151
110,it,du,0.4058547542686733
111,it,en,0.45523190943890124
112,it,no,0.4569486569195034
113,it,sp,0.38983212380153526
114,it,tr,0.2694989336592442
115,it,du,0.4499254026462868
116,it,en,0.5433360767225
117,it,no,0.46941318703588825
118,it,sp,0.5141392082684216
119,it,tr,0.29316365533159394
120,en,du,0.4262319980967045
121,en,it,0.42339765086792436
122,en,no,0.4697972365326937
123,en,sp,0.43413281977232937
124,en,tr,0.20408474513935979
125,en,du,0.4949707214342764
126,en,it,0.49009589106454376
127,en,no,0.38594950785030785
128,en,sp,0.4206976099106268
129,en,tr,0.20001200099087335
130,en,du,0.5168075245794777
131,en,it,0.45035887860355617
132,en,no,0.5176173135596794
133,en,sp,0.6100612235184184
134,en,tr,0.1573697834879486
135,en,du,0.5089410685535002
136,en,it,0.4022109390006826
137,en,no,0.44464845292539645
138,en,sp,0.4940068877273985
