,language,language_test,r
146,en,it,0.595708185022882
147,en,no,0.3562020888465344
148,en,sp,0.5159967966241975
149,en,tr,0.30922771863173343
150,en,du,0.4920300837578222
151,en,it,0.5345382071324809
152,en,no,0.3451648101194701
153,en,sp,0.5012763856276714
154,en,tr,0.3577053891251824
155,en,du,0.3498385254889037
156,en,it,0.5578563141246831
157,en,no,0.47928621602507604
158,en,sp,0.5543660962068117
159,en,tr,0.24090140787172656
160,en,du,0.5271368215035527
161,en,it,0.616885294332481
162,en,no,0.22826792675821467
163,en,sp,0.4987029101991259
164,en,tr,0.25488058681940085
165,en,du,0.3531604964640527
166,en,it,0.5862477715487859
167,en,no,0.45022826256295245
168,en,sp,0.4537711186521104
169,en,tr,0.2658568102942165
170,en,du,0.3123397439421596
171,en,it,0.6230707021811188
172,en,no,0.35707386830819404
173,en,sp,0.6066953317870726
174,en,tr,0.24439097625309217
175,en,du,0.3810757756500194
176,en,it,0.6069954541295229
177,en,no,0.3288917117626886
178,en,sp,0.6135110201543609
179,en,tr,0.250527699498297
180,no,du,0.32467145320352325
181,no,it,0.5005458725150895
182,no,en,0.35550924029150843
183,no,sp,0.503781857351073
184,no,tr,0.40055204328279537
185,no,du,0.43356579998327177
186,no,it,0.28723240603868405
187,no,en,0.29669668074663647
188,no,sp,0.31914260736118505
189,no,tr,0.11807130849349146
190,no,du,0.4531736680272277
191,no,it,0.17009663065432223
192,no,en,0.37524666983584076
193,no,sp,0.28542203616469664
194,no,tr,0.056033812591838546
195,no,du,0.38169334437278646
196,no,it,0.24629784711019748
197,no,en,0.38525844705091133
198,no,sp,0.25991317814960213
199,no,tr,0.26207787070072014
200,no,du,0.4778109157351603
201,no,it,0.24023569108213144
202,no,en,0.4231123810326667
203,no,sp,0.14658881478047098
204,no,tr,0.05921418936522914
205,no,du,0.4935188521224595
206,no,it,0.5841901528044036
207,no,en,0.5200854884624532
208,no,sp,0.528398594097173
209,no,tr,0.2987128940527025
210,no,du,0.5054847353885705
211,no,it,0.33453573128066655
212,no,en,0.2616151943070351
213,no,sp,0.2649176015583284
214,no,tr,0.10525703741010053
215,no,du,0.49113959986138284
216,no,it,0.5821917576000724
217,no,en,0.41304599905479195
218,no,sp,0.43213439919072416
219,no,tr,0.18270424920151263
220,no,du,0.46222065109993765
221,no,it,0.47328616325004497
222,no,en,0.27403203227797784
223,no,sp,0.2803173961442491
224,no,tr,0.12119794753510972
225,no,du,0.36135599109926025
226,no,it,0.5776078983697371
227,no,en,0.3154312086117896
228,no,sp,0.2766253077560839
229,no,tr,0.23417833416282452
230,no,du,0.33095426933935
231,no,it,0.3603390352832449
232,no,en,0.3951739503217421
233,no,sp,0.21832131274467792
234,no,tr,0.25336785942632256
235,no,du,0.49318826590718184
236,no,it,0.5777373864347828
237,no,en,0.38051524890229443
238,no,sp,0.5477966369577818
239,no,tr,0.23376766814753352
240,sp,du,0.07214603371015149
241,sp,it,0.6049456455601161
242,sp,en,0.3623395757512604
243,sp,no,0.2696548820814963
244,sp,tr,0.38812529669183576
245,sp,du,0.20065909047903527
246,sp,it,0.5940667752612028
247,sp,en,0.3133809815767494
248,sp,no,0.3408583853369993
249,sp,tr,0.3365965674167903
250,sp,du,0.37345769441417165
251,sp,it,0.5976780917899879
252,sp,en,0.47296982390798403
253,sp,no,0.3540832905442558
254,sp,tr,0.2366188500435637
255,sp,du,0.5341180372894314
256,sp,it,0.6519481155860811
257,sp,en,0.49149661700702335
258,sp,no,0.24560363419328987
259,sp,tr,0.38204455662739845
260,sp,du,0.37534568377354854
261,sp,it,0.5853504043690372
262,sp,en,0.33443103800631674
263,sp,no,0.3009039986525389
264,sp,tr,0.38453752662026525
265,sp,du,0.3065207562570216
266,sp,it,0.6367632768842745
267,sp,en,0.32949478684479455
268,sp,no,0.3071488184174495
269,sp,tr,0.3829039689259662
270,sp,du,0.35147543571103285
271,sp,it,0.6217164515247611
272,sp,en,0.3255884805004281
273,sp,no,0.2206425894656825
274,sp,tr,0.37781352280923813
275,sp,du,0.2460331158909924
276,sp,it,0.6243823727070348
277,sp,en,0.45465352793833014
278,sp,no,0.4029151329378362
279,sp,tr,0.3044654434127833
280,sp,du,0.4662406785040864
281,sp,it,0.5645579441294619
282,sp,en,0.3393722054864986
283,sp,no,0.1337303894589766
284,sp,tr,0.21571998837136147
285,sp,du,0.27861150446891103
286,sp,it,0.6076778878580817
287,sp,en,0.334804175964258
288,sp,no,0.3843640152826567
289,sp,tr,0.3186976418855902
290,sp,du,0.24421509494465524
291,sp,it,0.6681323152294624
292,sp,en,0.3425418332017919
293,sp,no,0.24871328993131056
294,sp,tr,0.15524386668929932
295,sp,du,0.32221937552644625
296,sp,it,0.669850909361027
297,sp,en,0.3128857249346369
298,sp,no,0.29322620344205513
299,sp,tr,0.38964110688303955
300,tr,du,0.32964711655373097
301,tr,it,0.4448717394021133
302,tr,en,0.21421208485687307
303,tr,no,0.3370392109279432
304,tr,sp,0.47770820937797837
305,tr,du,0.3918754239375786
306,tr,it,0.44128776099364947
307,tr,en,0.1848286232022528
308,tr,no,0.3464662241023682
309,tr,sp,0.5123467054582433
310,tr,du,0.2622131554136766
311,tr,it,0.4453070152692093
312,tr,en,0.44111462159309545
313,tr,no,0.26830840336047046
314,tr,sp,0.5163775140575217
315,tr,du,0.25655640548482506
316,tr,it,0.5859724696090748
317,tr,en,0.3812759802341755
318,tr,no,0.1491071598159717
319,tr,sp,0.5362107479633582
320,tr,du,0.2466950653260229
321,tr,it,0.3753235447172956
322,tr,en,0.18497368978672768
323,tr,no,0.24619006990049605
324,tr,sp,0.3720968515984717
325,tr,du,0.2799854912032641
326,tr,it,0.5557294472856239
327,tr,en,0.357833146097086
328,tr,no,0.19536145689497417
329,tr,sp,0.5189468484469849
