,language,language_test,r
0,du,it,0.6876355328868369
1,du,en,0.7589836704568588
2,du,no,0.7987177146845786
3,du,sp,0.6781664496979598
4,du,tr,0.6913088447884219
5,du,it,0.7666691769615706
6,du,en,0.7185414833452909
7,du,no,0.7034156842829112
8,du,sp,0.7273954290235786
9,du,tr,0.6284142545699596
10,du,it,0.6990196953753619
11,du,en,0.6065687859673244
12,du,no,0.7954483325704429
13,du,sp,0.7587487502082392
14,du,tr,0.6629589724101506
15,du,it,0.7334708623737343
16,du,en,0.7499433661212995
17,du,no,0.707946613923634
18,du,sp,0.7623667988288576
19,du,tr,0.5805928880509419
20,du,it,0.6711087611352908
21,du,en,0.704665536090713
22,du,no,0.7987316900527688
23,du,sp,0.7020087801993388
24,du,tr,0.5849482947095801
25,du,it,0.757097808298354
26,du,en,0.762542033450472
27,du,no,0.7711982099955379
28,du,sp,0.7772881812885744
29,du,tr,0.5447979191708997
30,du,it,0.7569424007491395
31,du,en,0.744753553850771
32,du,no,0.7777390654595281
33,du,sp,0.741961544692361
34,du,tr,0.6135418499423364
35,du,it,0.764481830382209
36,du,en,0.7059617155120541
37,du,no,0.8296675075757894
38,du,sp,0.8233880390602714
39,du,tr,0.5886148005313957
40,du,it,0.8034421833736758
41,du,en,0.7318613256484731
42,du,no,0.7800589786081845
43,du,sp,0.6833714605076331
44,du,tr,0.6033637253541309
45,du,it,0.6738707271827293
46,du,en,0.6701884730988356
47,du,no,0.8101153217103544
48,du,sp,0.7104806230669032
49,du,tr,0.6104826446852138
50,du,it,0.7415688988729592
51,du,en,0.7877598478228848
52,du,no,0.8013855184640857
53,du,sp,0.7746716087339455
54,du,tr,0.6509037736636779
55,du,it,0.7960559072246906
56,du,en,0.7694952227589025
57,du,no,0.8202070095941132
58,du,sp,0.8042286863725788
59,du,tr,0.47613621100829234
60,it,du,0.7252315865542023
61,it,en,0.7844476266759032
62,it,no,0.7985168228947188
63,it,sp,0.7907843343471885
64,it,tr,0.7316617663203588
65,it,du,0.7620817094418458
66,it,en,0.751333613377826
67,it,no,0.6712667018059776
68,it,sp,0.766444343124601
69,it,tr,0.6958882802948062
70,it,du,0.7643892765675439
71,it,en,0.7189768357718753
72,it,no,0.7555484435064604
73,it,sp,0.8494585177299387
74,it,tr,0.6536691483347485
75,it,du,0.6922557504031364
76,it,en,0.7734339763032464
