>>> SCRIPT LAUNCHED
>>> STARTING JOB in mode: within
>>> Loaded fMRI data
Processing - WITHIN mode
Encoding for xglm_small already done
Encoding for xglm_med already done
Encoding for xglm_large already done
Encoding for xglm_xl already done
Encoding for bert_base already done
Encoding for distilmbert already done
Encoding for xlmr_base already done
Encoding for xlmr_large already done
Encoding for mt5_small already done
Encoding for mt5_base already done
Encoding for mt5_large already done
Encoding for mdeberta already done
Encoding for xlm_align already done
Encoding for infoxlm_base already done
Encoding for infoxlm_large already done
Encoding for multiminilm already done
Encoding for nllb200_distilled_600M already done
Encoding for nllb200_distilled_1B already done
Encoding for nllb200_1B already done
Encoding for mgpt already done
Encoding for xglm_small – Lang_LH_AntTemp already done
Encoding for xglm_med – Lang_LH_AntTemp already done
Encoding for xglm_large – Lang_LH_AntTemp already done
Encoding for xglm_xl – Lang_LH_AntTemp already done
Encoding for bert_base – Lang_LH_AntTemp already done
Encoding for distilmbert – Lang_LH_AntTemp already done
Encoding for xlmr_base – Lang_LH_AntTemp already done
Encoding for xlmr_large – Lang_LH_AntTemp already done
Encoding for mt5_small – Lang_LH_AntTemp already done
Encoding for mt5_base – Lang_LH_AntTemp already done
Encoding for mt5_large – Lang_LH_AntTemp already done
Encoding for mdeberta – Lang_LH_AntTemp already done
Encoding for xlm_align – Lang_LH_AntTemp already done
Encoding for infoxlm_base – Lang_LH_AntTemp already done
Encoding for infoxlm_large – Lang_LH_AntTemp already done
Encoding for multiminilm – Lang_LH_AntTemp already done
Encoding for nllb200_distilled_600M – Lang_LH_AntTemp already done
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=16 | mean r=0.043
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=17 | mean r=0.041
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=18 | mean r=0.044
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=19 | mean r=0.026
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=20 | mean r=0.017
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=21 | mean r=-0.007
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=22 | mean r=-0.021
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=23 | mean r=-0.029
WITHIN‑CIRC nllb200_distilled_1B | shift=78 | fROI=Lang_LH_AntTemp | layer=24 | mean r=-0.006

  >>> Circular shift = 104
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=0 | mean r=0.021
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=1 | mean r=0.030
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=2 | mean r=0.074
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=3 | mean r=0.058
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=4 | mean r=0.062
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=5 | mean r=0.063
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=6 | mean r=0.061
WITHIN‑CIRC nllb200_distilled_1B | shift=104 | fROI=Lang_LH_AntTemp | layer=7 | mean r=0.066
