model,hf_id,layer,perturbation,n,mean_similarity,std_similarity,sem_similarity
mt5_large,google/mt5-large,17,contentwords,627,0.8864812254905701,0.2442913055419922,0.00975605500148718
mt5_large,google/mt5-large,17,nouns,627,0.9074950218200684,0.20927146077156067,0.008357497115991151
mt5_large,google/mt5-large,17,verbs,627,0.893673837184906,0.22115971148014069,0.008832268117468478
mt5_large,google/mt5-large,17,nounsverbs,627,0.8901445269584656,0.23827868700027466,0.009515934146322834
mt5_large,google/mt5-large,17,nounsverbsadj,627,0.9096722602844238,0.21709832549095154,0.008670071984434232
mt5_large,google/mt5-large,17,functionwords,627,0.9011695981025696,0.21144312620162964,0.008444225079287165
mt5_large,google/mt5-large,17,paraphrase,627,0.9489615559577942,0.15218479931354523,0.006077675458810059
mt5_large,google/mt5-large,17,1LocalWordSwap,627,0.9886828660964966,0.010559312999248505,0.00042169834153544584
mt5_large,google/mt5-large,17,2LocalWordSwap,627,0.9869853258132935,0.012153487652540207,0.00048536354470337913
mt5_large,google/mt5-large,17,3LocalWordSwaps,627,0.9846399426460266,0.01431385986506939,0.0005716405003336985
mt5_large,google/mt5-large,17,4LocalWordSwaps,627,0.9838863015174866,0.014694681391119957,0.0005868490471366914
mt5_large,google/mt5-large,17,5LocalWordSwaps,627,0.9825141429901123,0.01623324304819107,0.0006482932811681185
mt5_large,google/mt5-large,17,Reversed,627,0.9715190529823303,0.02260977029800415,0.0009029472502467058
