model,language,comparison,r_test,r_ref,z,p_two
infoxlm_base,Portuguese,semantics_ablated vs intact,0.3870377338386936,0.2921700519599808,0.8556293094265959,0.39220285264051524
infoxlm_base,Portuguese,syntax_ablated vs intact,0.3571874085653692,0.2921700519599808,0.5794914784965309,0.5622575948630577
infoxlm_base,Portuguese,semantics_ablated vs syntax_ablated,0.3870377338386936,0.3571874085653692,0.2761378309300649,0.7824422049684474
infoxlm_base,Russian,semantics_ablated vs intact,0.1308695546377267,0.158470375741074,-0.2246598299091827,0.8222439168415339
infoxlm_base,Russian,syntax_ablated vs intact,0.1252853096127731,0.158470375741074,-0.2699011973258002,0.7872362660168761
infoxlm_base,Russian,semantics_ablated vs syntax_ablated,0.1308695546377267,0.1252853096127731,0.0452413674166175,0.9639149215591492
infoxlm_large,Arabic,semantics_ablated vs intact,0.1357319053469134,0.1022327528964352,0.2708048284464886,0.7865411460361447
infoxlm_large,Arabic,syntax_ablated vs intact,0.0865810466988749,0.1022327528964352,-0.1258478759869384,0.8998523434506169
infoxlm_large,Arabic,semantics_ablated vs syntax_ablated,0.1357319053469134,0.0865810466988749,0.39665270443342704,0.6916235814201264
infoxlm_large,German,semantics_ablated vs intact,-0.0560952041903488,-0.01562553929375,-0.3229497739280133,0.7467332800963729
infoxlm_large,German,syntax_ablated vs intact,-0.0342086897940512,-0.01562553929375,-0.14817961603061178,0.8822010182681745
infoxlm_large,German,semantics_ablated vs syntax_ablated,-0.0560952041903488,-0.0342086897940512,-0.17477015789740152,0.8612602379500864
infoxlm_large,Hindi,semantics_ablated vs intact,0.117138648273732,0.0496738663855199,0.5415846816704387,0.5881046468148554
infoxlm_large,Hindi,syntax_ablated vs intact,0.1036315241802637,0.0496738663855199,0.43262116987424776,0.6652900072339982
infoxlm_large,Hindi,semantics_ablated vs syntax_ablated,0.117138648273732,0.1036315241802637,0.10896351179619085,0.9132314313325225
infoxlm_large,Italian,semantics_ablated vs intact,0.2125735844661627,0.1678345694453712,0.36996678067481903,0.7114072421585476
infoxlm_large,Italian,syntax_ablated vs intact,0.2250351316176045,0.1678345694453712,0.47426385056673104,0.6353117663512342
infoxlm_large,Italian,semantics_ablated vs syntax_ablated,0.2125735844661627,0.2250351316176045,-0.10429706989191206,0.9169336031209925
infoxlm_large,Korean,semantics_ablated vs intact,0.2343598578813767,0.1806955884112159,0.44701230466065994,0.6548661756488872
infoxlm_large,Korean,syntax_ablated vs intact,0.2955412304644103,0.1806955884112159,0.9715851476880801,0.33125697431772183
infoxlm_large,Korean,semantics_ablated vs syntax_ablated,0.2343598578813767,0.2955412304644103,-0.5245728430274201,0.5998801694567224
infoxlm_large,Mandarin,semantics_ablated vs intact,0.1023274389050415,0.123886773873227,-0.17403316424925133,0.8618393986169535
infoxlm_large,Mandarin,syntax_ablated vs intact,0.1305917254378992,0.123886773873227,0.05430914442624101,0.9566888641087525
infoxlm_large,Mandarin,semantics_ablated vs syntax_ablated,0.1023274389050415,0.1305917254378992,-0.22834230867549235,0.8193801356477795
infoxlm_large,Polish,semantics_ablated vs intact,-0.0478652061603865,-0.051288640880458,0.027347529336677032,0.9781825480994737
infoxlm_large,Polish,syntax_ablated vs intact,0.0016930173126496,-0.051288640880458,0.4225532898255274,0.6726212125590496
infoxlm_large,Polish,semantics_ablated vs syntax_ablated,-0.0478652061603865,0.0016930173126496,-0.3952057604888504,0.69269104174931
infoxlm_large,Portuguese,semantics_ablated vs intact,0.1849097149319576,0.1980889568245772,-0.10902111651754402,0.9131857416038449
infoxlm_large,Portuguese,syntax_ablated vs intact,0.2760671257540867,0.1980889568245772,0.6588274712631931,0.5100065644528766
infoxlm_large,Portuguese,semantics_ablated vs syntax_ablated,0.1849097149319576,0.2760671257540867,-0.7678485877807371,0.44257714450807306
infoxlm_large,Russian,semantics_ablated vs intact,0.0924860688834264,0.1329313056564189,-0.32648978612417323,0.7440538158006897
infoxlm_large,Russian,syntax_ablated vs intact,0.1200560279461367,0.1329313056564189,-0.10426898575913181,0.9169558895052257
infoxlm_large,Russian,semantics_ablated vs syntax_ablated,0.0924860688834264,0.1200560279461367,-0.22222080036504144,0.8241420025511483
mdeberta,Arabic,semantics_ablated vs intact,-0.0254411784599871,0.016533666936363,-0.3345402413711568,0.737971930093889
mdeberta,Arabic,syntax_ablated vs intact,-0.0086219022123658,0.016533666936363,-0.2004706100542853,0.8411125412091003
mdeberta,Arabic,semantics_ablated vs syntax_ablated,-0.0254411784599871,-0.0086219022123658,-0.1340696313168715,0.8933475135044211
mdeberta,German,semantics_ablated vs intact,-0.0450224344750022,-0.0088472491634859,-0.28850965814669693,0.7729566385508457
mdeberta,German,syntax_ablated vs intact,-0.0876417495415552,-0.0088472491634859,-0.6296834220573282,0.5289017310540027
mdeberta,German,semantics_ablated vs syntax_ablated,-0.0450224344750022,-0.0876417495415552,0.34117376391063126,0.7329727730238127
mdeberta,Hindi,semantics_ablated vs intact,0.0086741834996115,0.0758980129057848,-0.5368494014364337,0.5913716443697103
mdeberta,Hindi,syntax_ablated vs intact,0.0389028395779479,0.0758980129057848,-0.2958118518958703,0.7673737713569522
mdeberta,Hindi,semantics_ablated vs syntax_ablated,0.0086741834996115,0.0389028395779479,-0.24103754954056342,0.8095260140039782
mdeberta,Italian,semantics_ablated vs intact,0.1283418832125929,0.1172090201808018,0.09007305159664955,0.9282291638633531
mdeberta,Italian,syntax_ablated vs intact,0.2101190868821493,0.1172090201808018,0.7613739826943855,0.44643372276452653
mdeberta,Italian,semantics_ablated vs syntax_ablated,0.1283418832125929,0.2101190868821493,-0.6713009310977359,0.5020288416317435
mdeberta,Korean,semantics_ablated vs intact,0.3102549995070795,0.2151395995442921,0.814984534137063,0.4150811629169513
mdeberta,Korean,syntax_ablated vs intact,0.2731993282020034,0.2151395995442921,0.4921762144091309,0.6225947776553264
mdeberta,Korean,semantics_ablated vs syntax_ablated,0.3102549995070795,0.2731993282020034,0.32280831972793206,0.7468404118262413
mdeberta,Mandarin,semantics_ablated vs intact,0.1123721571219256,0.0826521766333387,0.23912126527221822,0.8110115527171855
mdeberta,Mandarin,syntax_ablated vs intact,0.1166144781020328,0.0826521766333387,0.2733760916596293,0.7845641291532188
mdeberta,Mandarin,semantics_ablated vs syntax_ablated,0.1123721571219256,0.1166144781020328,-0.034254826387411064,0.9726739470307886
mdeberta,Polish,semantics_ablated vs intact,0.1269321701787045,0.0804608912307106,0.37441151485450924,0.7080981773229653
mdeberta,Polish,syntax_ablated vs intact,0.1123716339012927,0.0804608912307106,0.25669564458480915,0.7974137340361287
mdeberta,Polish,semantics_ablated vs syntax_ablated,0.1269321701787045,0.1123716339012927,0.11771587026970015,0.9062927915563774
mdeberta,Portuguese,semantics_ablated vs intact,0.1994645843620395,0.1942901863884123,0.04289595540734391,0.9657844729020881
mdeberta,Portuguese,syntax_ablated vs intact,0.273748515729154,0.1942901863884123,0.6703237475491032,0.5026514318409385
mdeberta,Portuguese,semantics_ablated vs syntax_ablated,0.1994645843620395,0.273748515729154,-0.6274277921417593,0.5303788547071497
mdeberta,Russian,semantics_ablated vs intact,0.1595077784764681,0.1805609680286107,-0.1727684844550033,0.8628334102420105
mdeberta,Russian,syntax_ablated vs intact,0.1810507618984296,0.1805609680286107,0.004034919570231802,0.9967806087064237
mdeberta,Russian,semantics_ablated vs syntax_ablated,0.1595077784764681,0.1810507618984296,-0.17680340402523512,0.859662815154413
mgpt,Arabic,semantics_ablated vs intact,0.0657343072253237,-0.2155521620776757,2.269610419765921,0.02323123085746248
mgpt,Arabic,syntax_ablated vs intact,-0.4107330552983377,-0.2155521620776757,-1.7332368928320223,0.08305357220331011
mgpt,Arabic,semantics_ablated vs syntax_ablated,0.0657343072253237,-0.4107330552983377,4.002847312597943,6.258469523001686e-05
mgpt,German,semantics_ablated vs intact,-0.0101715539984888,0.3037163039548187,-2.580105157459024,0.009877023345807201
mgpt,German,syntax_ablated vs intact,0.400421067655489,0.3037163039548187,0.8808733133084833,0.3783863931359539
mgpt,German,semantics_ablated vs syntax_ablated,-0.0101715539984888,0.400421067655489,-3.4609784707675075,0.0005382158530788939
mgpt,Hindi,semantics_ablated vs intact,-0.3322202588451236,0.2028562007053094,-4.390998076013645,1.1283153915186972e-05
mgpt,Hindi,syntax_ablated vs intact,0.1912201826271383,0.2028562007053094,-0.09647044366177408,0.923146946958662
mgpt,Hindi,semantics_ablated vs syntax_ablated,-0.3322202588451236,0.1912201826271383,-4.29452763235187,1.7506567706160325e-05
mgpt,Italian,semantics_ablated vs intact,-0.0403095323219991,0.0972584078411137,-1.098867898424269,0.27182569063284334
mgpt,Italian,syntax_ablated vs intact,0.0573079309732372,0.0972584078411137,-0.32030965552266005,0.7487336043954236
mgpt,Italian,semantics_ablated vs syntax_ablated,-0.0403095323219991,0.0573079309732372,-0.7785582429016088,0.43623998496139915
mgpt,Korean,semantics_ablated vs intact,-0.2051073601262663,0.3195831044374335,-4.297044951277136,1.730901047936051e-05
mgpt,Korean,syntax_ablated vs intact,0.3075461540409845,0.3195831044374335,-0.10638014707691827,0.9152807440252568
mgpt,Korean,semantics_ablated vs syntax_ablated,-0.2051073601262663,0.3075461540409845,-4.1906648042002175,2.7813830379974647e-05
mgpt,Mandarin,semantics_ablated vs intact,0.0345535627086502,0.214994265730167,-1.4649197682138244,0.14294280873463028
mgpt,Mandarin,syntax_ablated vs intact,0.2800123423912142,0.214994265730167,0.552179591496662,0.580825315438467
mgpt,Mandarin,semantics_ablated vs syntax_ablated,0.0345535627086502,0.2800123423912142,-2.0170993597104863,0.04368514545370772
mgpt,Polish,semantics_ablated vs intact,0.062495793310467,0.0523430976671295,0.08117200128085303,0.9353051657621074
mgpt,Polish,syntax_ablated vs intact,-0.1293252740600549,0.0523430976671295,-1.4538439555074902,0.14598957384456823
mgpt,Polish,semantics_ablated vs syntax_ablated,0.062495793310467,-0.1293252740600549,1.5350159567883432,0.12477990852199583
mgpt,Portuguese,semantics_ablated vs intact,0.0373325158538389,0.2800524282003733,-1.9952726990771406,0.04601314580888838
mgpt,Portuguese,syntax_ablated vs intact,0.2384426853566709,0.2800524282003733,-0.3555365454731988,0.7221876715872404
mgpt,Portuguese,semantics_ablated vs syntax_ablated,0.0373325158538389,0.2384426853566709,-1.6397361536039416,0.10106003833902766
mgpt,Russian,semantics_ablated vs intact,0.0789176213295319,0.2735595723818719,-1.6066886701637184,0.10812268022836635
mgpt,Russian,syntax_ablated vs intact,0.1167424512613945,0.2735595723818719,-1.302323688463166,0.19280575713778214
mgpt,Russian,semantics_ablated vs syntax_ablated,0.0789176213295319,0.1167424512613945,-0.30436498170055254,0.7608498435447899
mt5_base,Arabic,semantics_ablated vs intact,-0.1252688229569762,-0.0689029979454898,-0.4535615222075393,0.6501444532202156
mt5_base,Arabic,syntax_ablated vs intact,-0.0831333467502101,-0.0689029979454898,-0.11405830547726037,0.9091915738717828
mt5_base,Arabic,semantics_ablated vs syntax_ablated,-0.1252688229569762,-0.0831333467502101,-0.33950321673027894,0.7342306742343558
mt5_base,German,semantics_ablated vs intact,-0.0319275085654595,0.0482111596335842,-0.6389846712658166,0.5228329038996697
mt5_base,German,syntax_ablated vs intact,0.0320334947290708,0.0482111596335842,-0.12912547667140162,0.8972583632923445
mt5_base,German,semantics_ablated vs syntax_ablated,-0.0319275085654595,0.0320334947290708,-0.5098591945944151,0.6101501113167946
mt5_base,Hindi,semantics_ablated vs intact,0.0437278487095977,0.0640132206876298,-0.16212392853743676,0.8712082632192586
mt5_base,Hindi,syntax_ablated vs intact,0.0822535519708137,0.0640132206876298,0.14613727534012655,0.8838130208095973
mt5_base,Hindi,semantics_ablated vs syntax_ablated,0.0437278487095977,0.0822535519708137,-0.30826120387756334,0.7578835843460971
mt5_base,Italian,semantics_ablated vs intact,0.1335483593717178,0.1946646309184296,-0.5006733021776544,0.616601064578369
mt5_base,Italian,syntax_ablated vs intact,0.0529561078485413,0.1946646309184296,-1.148888070074479,0.2506021375143037
mt5_base,Italian,semantics_ablated vs syntax_ablated,0.1335483593717178,0.0529561078485413,0.6482147678968246,0.5168460515720268
mt5_base,Korean,semantics_ablated vs intact,0.0931375071246912,0.1194593654319428,-0.2121607862201806,0.8319815983739833
mt5_base,Korean,syntax_ablated vs intact,0.146291949973185,0.1194593654319428,0.21767782077192285,0.8276801457669571
mt5_base,Korean,semantics_ablated vs syntax_ablated,0.0931375071246912,0.146291949973185,-0.42983860699210347,0.6673130469282329
mt5_base,Mandarin,semantics_ablated vs intact,0.0679640295139425,0.0542121629138872,0.10999658417067797,0.9124120839142356
mt5_base,Mandarin,syntax_ablated vs intact,0.0216581682007246,0.0542121629138872,-0.25980961525827273,0.7950106336876157
mt5_base,Mandarin,semantics_ablated vs syntax_ablated,0.0679640295139425,0.0216581682007246,0.3698061994289507,0.7115268957293863
mt5_base,Polish,semantics_ablated vs intact,-0.0165508906485756,-0.045742749622303,0.2328633455680029,0.8158675220414253
mt5_base,Polish,syntax_ablated vs intact,-0.0145643740769005,-0.045742749622303,0.24869711539174058,0.8035950803357004
mt5_base,Polish,semantics_ablated vs syntax_ablated,-0.0165508906485756,-0.0145643740769005,-0.015833769823737687,0.9873670073864862
mt5_base,Portuguese,semantics_ablated vs intact,0.2268209585231992,0.3098333086545001,-0.7134013902662605,0.4755974130535978
mt5_base,Portuguese,syntax_ablated vs intact,0.1835420634003356,0.3098333086545001,-1.073503643717083,0.28304520470079875
mt5_base,Portuguese,semantics_ablated vs syntax_ablated,0.2268209585231992,0.1835420634003356,0.3601022534508226,0.7187706676721644
mt5_base,Russian,semantics_ablated vs intact,0.0224051852187128,0.1618928036098281,-1.1229547832294289,0.2614566988159188
mt5_base,Russian,syntax_ablated vs intact,0.1508990100070478,0.1618928036098281,-0.08980368368969097,0.9284432208598659
mt5_base,Russian,semantics_ablated vs syntax_ablated,0.0224051852187128,0.1508990100070478,-1.033151099539738,0.30153319304768256
mt5_large,Arabic,semantics_ablated vs intact,-0.0640721911591877,-0.0445607418566064,-0.15594575551052653,0.8760757787926967
mt5_large,Arabic,syntax_ablated vs intact,-0.063524486597476,-0.0445607418566064,-0.15156343117409168,0.8795312778185544
mt5_large,Arabic,semantics_ablated vs syntax_ablated,-0.0640721911591877,-0.063524486597476,-0.004382324336434835,0.9965034222633582
mt5_large,German,semantics_ablated vs intact,0.0741734324499183,0.1092487478666253,-0.28190523921667016,0.7780161720905241
mt5_large,German,syntax_ablated vs intact,0.0747708070995254,0.1092487478666253,-0.27711839815300465,0.781689195157679
mt5_large,German,semantics_ablated vs syntax_ablated,0.0741734324499183,0.0747708070995254,-0.0047868410636655295,0.9961806680062215
mt5_large,Hindi,semantics_ablated vs intact,-0.0481534823957296,-0.0675461768393985,0.15505818861003237,0.8767754440963178
mt5_large,Hindi,syntax_ablated vs intact,-0.0624657766295046,-0.0675461768393985,0.04065602007781959,0.9675701234774012
mt5_large,Hindi,semantics_ablated vs syntax_ablated,-0.0481534823957296,-0.0624657766295046,0.11440216853221279,0.9089189950433254
mt5_large,Italian,semantics_ablated vs intact,0.1577745571824934,0.043620205050412,0.9200306395057568,0.3575567480881481
mt5_large,Italian,syntax_ablated vs intact,0.1176473785762143,0.043620205050412,0.5940403313865704,0.5524851380243176
mt5_large,Italian,semantics_ablated vs syntax_ablated,0.1577745571824934,0.1176473785762143,0.32599030811918633,0.7444316879529789
mt5_large,Korean,semantics_ablated vs intact,0.1359994090845675,0.1604276820970255,-0.19904455422924933,0.8422278925836659
mt5_large,Korean,syntax_ablated vs intact,0.0416416917873517,0.1604276820970255,-0.9575165153336039,0.33830661453954214
mt5_large,Korean,semantics_ablated vs syntax_ablated,0.1359994090845675,0.0416416917873517,0.7584719611043547,0.44816849240344014
mt5_large,Mandarin,semantics_ablated vs intact,0.1109412728892145,0.0509751966180401,0.48115260983805835,0.6304080393094171
mt5_large,Mandarin,syntax_ablated vs intact,0.1007291759171044,0.0509751966180401,0.398852994401248,0.6900015262509458
mt5_large,Mandarin,semantics_ablated vs syntax_ablated,0.1109412728892145,0.1007291759171044,0.08229961543681034,0.9344084602215532
mt5_large,Polish,semantics_ablated vs intact,0.0579389291172246,0.0964373050087747,-0.3086596103781483,0.7575804707704803
mt5_large,Polish,syntax_ablated vs intact,0.0612427981476902,0.0964373050087747,-0.2822382580101828,0.7777608245981282
mt5_large,Polish,semantics_ablated vs syntax_ablated,0.0579389291172246,0.0612427981476902,-0.02642135236796551,0.9789212633669582
mt5_large,Portuguese,semantics_ablated vs intact,0.2213973192628706,0.1416458513435798,0.657578159174191,0.5108092327006108
mt5_large,Portuguese,syntax_ablated vs intact,0.2020577734539753,0.1416458513435798,0.49622828363426336,0.6197333580440252
mt5_large,Portuguese,semantics_ablated vs syntax_ablated,0.2213973192628706,0.2020577734539753,0.16134987553992763,0.87181784282812
mt5_large,Russian,semantics_ablated vs intact,0.2339057024450715,0.2483791525066757,-0.1224579749026038,0.9025363266076916
mt5_large,Russian,syntax_ablated vs intact,0.2143307317178041,0.2483791525066757,-0.2867009331732416,0.7743413230036409
mt5_large,Russian,semantics_ablated vs syntax_ablated,0.2339057024450715,0.2143307317178041,0.1642429582706378,0.8695398844500104
mt5_small,Arabic,semantics_ablated vs intact,0.0084748948465502,0.0358510725825978,-0.2182731137924411,0.827216321503979
mt5_small,Arabic,syntax_ablated vs intact,0.086367346862615,0.0358510725825978,0.40414492684917247,0.6861061493415548
mt5_small,Arabic,semantics_ablated vs syntax_ablated,0.0084748948465502,0.086367346862615,-0.6224180406416135,0.5336670208217575
mt5_small,German,semantics_ablated vs intact,0.0342120646075545,0.0184986244225022,0.12530513660190845,0.900281985817035
mt5_small,German,syntax_ablated vs intact,-0.0026455302812059,0.0184986244225022,-0.16850805432587654,0.866183607838241
mt5_small,German,semantics_ablated vs syntax_ablated,0.0342120646075545,-0.0026455302812059,0.29381319092778496,0.7689006548484381
mt5_small,Hindi,semantics_ablated vs intact,-0.0123417196549766,0.1038460944421743,-0.9288635663683679,0.35295979652874676
mt5_small,Hindi,syntax_ablated vs intact,0.0571839349459531,0.1038460944421743,-0.3743326031940691,0.7081568785383923
mt5_small,Hindi,semantics_ablated vs syntax_ablated,-0.0123417196549766,0.0571839349459531,-0.5545309631742987,0.5792155212999743
mt5_small,Italian,semantics_ablated vs intact,0.1365308327370671,0.1955600583226802,-0.48388320235961924,0.6284687622173533
mt5_small,Italian,syntax_ablated vs intact,0.1883072763439806,0.1955600583226802,-0.06000599818894832,0.9521508574370952
