model,language,comparison,r_test,r_ref,z,p_two
mt5_small,Italian,semantics_ablated vs syntax_ablated,0.1365308327370671,0.1883072763439806,-0.42387720417067093,0.6716553697908143
mt5_small,Korean,semantics_ablated vs intact,0.0164582680788026,0.0326034756884788,-0.12873640597554037,0.8975662272876834
mt5_small,Korean,syntax_ablated vs intact,0.0030555234407526,0.0326034756884788,-0.2355504740180691,0.8137815080633437
mt5_small,Korean,semantics_ablated vs syntax_ablated,0.0164582680788026,0.0030555234407526,0.10681406804252877,0.9149364866441312
mt5_small,Mandarin,semantics_ablated vs intact,-0.0077438598803816,-0.0054826362388667,-0.018019783113006463,0.9856230713309346
mt5_small,Mandarin,syntax_ablated vs intact,-0.0232985534619684,-0.0054826362388667,-0.14200266517098725,0.8870779005196894
mt5_small,Mandarin,semantics_ablated vs syntax_ablated,-0.0077438598803816,-0.0232985534619684,0.1239828820579808,0.901328828618321
mt5_small,Polish,semantics_ablated vs intact,0.0175420741443046,-0.0219116022837669,0.3144363598427285,0.7531896443217949
mt5_small,Polish,syntax_ablated vs intact,0.0842299988854776,-0.0219116022837669,0.8474314494171352,0.3967546811834657
mt5_small,Polish,semantics_ablated vs syntax_ablated,0.0175420741443046,0.0842299988854776,-0.5329950895744068,0.5940369794592795
mt5_small,Portuguese,semantics_ablated vs intact,0.092647620635777,0.1393265902884244,-0.37711574366188255,0.7060875917572866
mt5_small,Portuguese,syntax_ablated vs intact,0.120608273229345,0.1393265902884244,-0.15172809706819204,0.8794013954784932
mt5_small,Portuguese,semantics_ablated vs syntax_ablated,0.092647620635777,0.120608273229345,-0.22538764659369048,0.8216777210190394
mt5_small,Russian,semantics_ablated vs intact,0.0153620094530656,0.1342849548475581,-0.9541528277070666,0.34000628863995397
mt5_small,Russian,syntax_ablated vs intact,0.1156355547846313,0.1342849548475581,-0.1509733766346002,0.8799967175140948
mt5_small,Russian,semantics_ablated vs syntax_ablated,0.0153620094530656,0.1156355547846313,-0.8031794510724665,0.4218710208156864
multiminilm,Arabic,semantics_ablated vs intact,-0.0467760217751273,-0.0359319359276216,-0.08656203291044165,0.9310196459252587
multiminilm,Arabic,syntax_ablated vs intact,-0.0199174984832554,-0.0359319359276216,0.12771639715555141,0.898373413310279
multiminilm,Arabic,semantics_ablated vs syntax_ablated,-0.0467760217751273,-0.0199174984832554,-0.21427843006599306,0.8303299377088338
multiminilm,German,semantics_ablated vs intact,-0.0640161590802566,0.0210832358133042,-0.678854048928147,0.49723034349625017
multiminilm,German,syntax_ablated vs intact,-0.1121574636768877,0.0210832358133042,-1.0655546745779358,0.28662499766416105
multiminilm,German,semantics_ablated vs syntax_ablated,-0.0640161590802566,-0.1121574636768877,0.38670062564978885,0.698977852920925
multiminilm,Hindi,semantics_ablated vs intact,-0.0745160817377745,-0.1148667723781731,0.3244973150818017,0.7455615546413266
multiminilm,Hindi,syntax_ablated vs intact,-0.0347794531104857,-0.1148667723781731,0.6421370335189285,0.5207842122006971
multiminilm,Hindi,semantics_ablated vs syntax_ablated,-0.0745160817377745,-0.0347794531104857,-0.31763971843712674,0.7507582422832655
multiminilm,Italian,semantics_ablated vs intact,0.0953647887322646,0.1003940335767805,-0.04046423802012598,0.9677230176033975
multiminilm,Italian,syntax_ablated vs intact,0.0793786930678017,0.1003940335767805,-0.16883523754517168,0.8659262406280297
multiminilm,Italian,semantics_ablated vs syntax_ablated,0.0953647887322646,0.0793786930678017,0.12837099952504571,0.8978553802737694
multiminilm,Korean,semantics_ablated vs intact,0.1418966761458716,0.1873198061626756,-0.37211673404887896,0.7098059376036499
multiminilm,Korean,syntax_ablated vs intact,0.2062635955340245,0.1873198061626756,0.15704447140796934,0.8752097998012724
multiminilm,Korean,semantics_ablated vs syntax_ablated,0.1418966761458716,0.2062635955340245,-0.5291612054568483,0.5966936259973885
multiminilm,Mandarin,semantics_ablated vs intact,0.0002861939632303,-0.0585427218709616,0.46932336439550176,0.6388385171528617
multiminilm,Mandarin,syntax_ablated vs intact,0.0022160022263075,-0.0585427218709616,0.4847014345864217,0.6278881487230632
multiminilm,Mandarin,semantics_ablated vs syntax_ablated,0.0002861939632303,0.0022160022263075,-0.015378070190919938,0.9877305588115155
multiminilm,Polish,semantics_ablated vs intact,0.150929811064983,0.1682783441982428,-0.14186272524361299,0.8871884374241159
multiminilm,Polish,syntax_ablated vs intact,0.154640104563843,0.1682783441982428,-0.11158984603709686,0.9111486234233914
multiminilm,Polish,semantics_ablated vs syntax_ablated,0.150929811064983,0.154640104563843,-0.03027287920651611,0.9758494259141288
multiminilm,Portuguese,semantics_ablated vs intact,0.2441640740840368,0.2475274182844599,-0.028525565746837143,0.977242977805739
multiminilm,Portuguese,syntax_ablated vs intact,0.197273091479865,0.2475274182844599,-0.4214120992790148,0.6734541855693115
multiminilm,Portuguese,semantics_ablated vs syntax_ablated,0.2441640740840368,0.197273091479865,0.3928865335321776,0.6944032881566293
multiminilm,Russian,semantics_ablated vs intact,0.078323613349516,0.153065688322019,-0.603977278216947,0.5458587487692206
multiminilm,Russian,syntax_ablated vs intact,0.098799581833606,0.153065688322019,-0.43951482626283905,0.6602885414860373
multiminilm,Russian,semantics_ablated vs syntax_ablated,0.078323613349516,0.098799581833606,-0.16446245195410797,0.869367103225716
nllb200_1B,Arabic,semantics_ablated vs intact,0.1288797336158338,0.0154075198832564,0.9099585482725396,0.3628443708456095
nllb200_1B,Arabic,syntax_ablated vs intact,0.1273507412243418,0.0154075198832564,0.8975711607071212,0.3694142198064929
nllb200_1B,Arabic,semantics_ablated vs syntax_ablated,0.1288797336158338,0.1273507412243418,0.012387387565418467,0.9901165474784848
nllb200_1B,German,semantics_ablated vs intact,0.1326453741192543,0.1435412754973221,-0.08851494969200564,0.9294674028403789
nllb200_1B,German,syntax_ablated vs intact,0.0936902763951154,0.1435412754973221,-0.4030055032983577,0.6869441759742871
nllb200_1B,German,semantics_ablated vs syntax_ablated,0.1326453741192543,0.0936902763951154,0.3144905536063521,0.7531484899215202
nllb200_1B,Hindi,semantics_ablated vs intact,-0.0405214061561915,-0.0008272628657088,-0.3164871785172565,0.751632755488171
nllb200_1B,Hindi,syntax_ablated vs intact,0.0249720602347079,-0.0008272628657088,0.20562815668778975,0.837081381649563
nllb200_1B,Hindi,semantics_ablated vs syntax_ablated,-0.0405214061561915,0.0249720602347079,-0.5221153352050462,0.6015900298108492
nllb200_1B,Italian,semantics_ablated vs intact,0.018495167669334,0.0149484195906192,0.028270866149139942,0.9774461167537358
nllb200_1B,Italian,syntax_ablated vs intact,0.0839238291125701,0.0149484195906192,0.5512114418877674,0.5814887374319233
nllb200_1B,Italian,semantics_ablated vs syntax_ablated,0.018495167669334,0.0839238291125701,-0.5229405757386274,0.6010156069627359
nllb200_1B,Korean,semantics_ablated vs intact,-0.0075300939646644,0.2347955991998238,-1.9665855685130371,0.04923100856686169
nllb200_1B,Korean,syntax_ablated vs intact,0.1846085156096364,0.2347955991998238,-0.41842968660520063,0.6756329853349483
nllb200_1B,Korean,semantics_ablated vs syntax_ablated,-0.0075300939646644,0.1846085156096364,-1.5481558819078365,0.12158477048562988
nllb200_1B,Mandarin,semantics_ablated vs intact,0.0477909272835459,0.0744155239954288,-0.2129710431517532,0.8313495487664273
nllb200_1B,Mandarin,syntax_ablated vs intact,0.0910562057418571,0.0744155239954288,0.13352156409655308,0.8937809112764121
nllb200_1B,Mandarin,semantics_ablated vs syntax_ablated,0.0477909272835459,0.0910562057418571,-0.3464926072483063,0.7289725391007034
nllb200_1B,Polish,semantics_ablated vs intact,0.1220801178424673,0.0862810552515274,0.28843429466002873,0.7730143193012444
nllb200_1B,Polish,syntax_ablated vs intact,0.1490119006863136,0.0862810552515274,0.507076547732652,0.6121011096424018
nllb200_1B,Polish,semantics_ablated vs syntax_ablated,0.1220801178424673,0.1490119006863136,-0.21864225307262328,0.8269287358369537
nllb200_1B,Portuguese,semantics_ablated vs intact,0.0367399596191718,0.0595881052881966,-0.18250113568244275,0.8551894631797976
nllb200_1B,Portuguese,syntax_ablated vs intact,0.155327770266156,0.0595881052881966,0.7724573590219602,0.439843592772978
nllb200_1B,Portuguese,semantics_ablated vs syntax_ablated,0.0367399596191718,0.155327770266156,-0.9549584947044031,0.33959868676869887
nllb200_1B,Russian,semantics_ablated vs intact,0.000257880397224,0.0522443763181205,-0.41464360296634417,0.6784028235424495
nllb200_1B,Russian,syntax_ablated vs intact,0.1756980785695682,0.0522443763181205,0.9980643661679491,0.31824814789030853
nllb200_1B,Russian,semantics_ablated vs syntax_ablated,0.000257880397224,0.1756980785695682,-1.4127079691342932,0.15774160744904475
nllb200_distilled_1B,Arabic,semantics_ablated vs intact,0.0305678486819495,0.1417024120578397,-0.8931710466465611,0.3717655806529936
nllb200_distilled_1B,Arabic,syntax_ablated vs intact,0.0637280640244369,0.1417024120578397,-0.6283143668878379,0.5297980218586953
nllb200_distilled_1B,Arabic,semantics_ablated vs syntax_ablated,0.0305678486819495,0.0637280640244369,-0.2648566797587233,0.7911198713732961
nllb200_distilled_1B,German,semantics_ablated vs intact,0.0442239836875736,-0.0942197207990722,1.1056784365725292,0.2688657265465091
nllb200_distilled_1B,German,syntax_ablated vs intact,-0.0543973829645178,-0.0942197207990722,0.3191371294908706,0.7496225293123935
nllb200_distilled_1B,German,semantics_ablated vs syntax_ablated,0.0442239836875736,-0.0543973829645178,0.7865413070816586,0.431550429173984
nllb200_distilled_1B,Hindi,semantics_ablated vs intact,-0.0374179178875883,-0.0600568445698471,0.18083991221770543,0.8564932341404108
nllb200_distilled_1B,Hindi,syntax_ablated vs intact,-0.0267898011887028,-0.0600568445698471,0.26562024678262897,0.7905316909110143
nllb200_distilled_1B,Hindi,semantics_ablated vs syntax_ablated,-0.0374179178875883,-0.0267898011887028,-0.08478033456492354,0.9324360279867374
nllb200_distilled_1B,Italian,semantics_ablated vs intact,0.0279484082706831,0.0227350963029728,0.041570051162042126,0.9668414483060093
nllb200_distilled_1B,Italian,syntax_ablated vs intact,0.0231087693953901,0.0227350963029728,0.0029792499358376736,0.9976229059899095
nllb200_distilled_1B,Italian,semantics_ablated vs syntax_ablated,0.0279484082706831,0.0231087693953901,0.03859080122620445,0.969216636389238
nllb200_distilled_1B,Korean,semantics_ablated vs intact,-0.0055042313384112,-0.0154039211694336,0.07889681382739765,0.9371146975407605
nllb200_distilled_1B,Korean,syntax_ablated vs intact,0.029154346344882,-0.0154039211694336,0.355146530269603,0.7224798195978492
nllb200_distilled_1B,Korean,semantics_ablated vs syntax_ablated,-0.0055042313384112,0.029154346344882,-0.27624971644220536,0.7823562740858829
nllb200_distilled_1B,Mandarin,semantics_ablated vs intact,0.0340084952918387,-0.0450181320370918,0.6300857822142321,0.5286384613657222
nllb200_distilled_1B,Mandarin,syntax_ablated vs intact,-0.0169666995012829,-0.0450181320370918,0.2237627951544032,0.8229418810792324
nllb200_distilled_1B,Mandarin,semantics_ablated vs syntax_ablated,0.0340084952918387,-0.0169666995012829,0.4063229870598289,0.6845052975276444
nllb200_distilled_1B,Polish,semantics_ablated vs intact,0.1529834878865316,0.2532378461680309,-0.8341265394601255,0.4042096812981617
nllb200_distilled_1B,Polish,syntax_ablated vs intact,0.2221161268250333,0.2532378461680309,-0.262875526527435,0.7926465200876105
nllb200_distilled_1B,Polish,semantics_ablated vs syntax_ablated,0.1529834878865316,0.2221161268250333,-0.5712510129326905,0.5678295029610319
nllb200_distilled_1B,Portuguese,semantics_ablated vs intact,0.0097244638440035,0.0425284186254257,-0.26160660026417226,0.7936247549209134
nllb200_distilled_1B,Portuguese,syntax_ablated vs intact,0.0908674089461437,0.0425284186254257,0.38699668131384635,0.698758664836375
nllb200_distilled_1B,Portuguese,semantics_ablated vs syntax_ablated,0.0097244638440035,0.0908674089461437,-0.6486032815780186,0.5165948338713358
nllb200_distilled_1B,Russian,semantics_ablated vs intact,0.0292777495025928,0.0349957583942296,-0.04561226479893713,0.9636192934516989
nllb200_distilled_1B,Russian,syntax_ablated vs intact,0.041164718214282,0.0349957583942296,0.049230066340294386,0.9607359508345537
nllb200_distilled_1B,Russian,semantics_ablated vs syntax_ablated,0.0292777495025928,0.041164718214282,-0.09484233113923152,0.924440063008209
nllb200_distilled_600M,Arabic,semantics_ablated vs intact,-0.0373564878773603,-0.1057028548307663,0.5476506161765058,0.5839318271350469
nllb200_distilled_600M,Arabic,syntax_ablated vs intact,0.1100547423449095,-0.1057028548307663,1.7260300915234086,0.08434199928141739
nllb200_distilled_600M,Arabic,semantics_ablated vs syntax_ablated,-0.0373564878773603,0.1100547423449095,-1.1783794753469028,0.2386453564326696
nllb200_distilled_600M,German,semantics_ablated vs intact,0.0616562653638791,0.0928873727076115,-0.25038685875143046,0.8022881912185373
nllb200_distilled_600M,German,syntax_ablated vs intact,-0.0318798363616377,0.0928873727076115,-0.996457059883407,0.319028120749727
nllb200_distilled_600M,German,semantics_ablated vs syntax_ablated,0.0616562653638791,-0.0318798363616377,0.7460702011319765,0.455625009078684
nllb200_distilled_600M,Hindi,semantics_ablated vs intact,0.0226340795455649,0.0372192121976569,-0.1163306379588063,0.9073905048659121
nllb200_distilled_600M,Hindi,syntax_ablated vs intact,0.1269766814907018,0.0372192121976569,0.7206034667228094,0.47115352030662194
nllb200_distilled_600M,Hindi,semantics_ablated vs syntax_ablated,0.0226340795455649,0.1269766814907018,-0.8369341046816158,0.4026296088058787
nllb200_distilled_600M,Italian,semantics_ablated vs intact,0.0579725527593434,0.037911345112293,0.16023523231882816,0.872695776569895
nllb200_distilled_600M,Italian,syntax_ablated vs intact,0.0332489076831033,0.037911345112293,-0.03720067432832948,0.970325000949696
nllb200_distilled_600M,Italian,semantics_ablated vs syntax_ablated,0.0579725527593434,0.0332489076831033,0.19743590664715766,0.8434864331439633
nllb200_distilled_600M,Korean,semantics_ablated vs intact,0.0637518625922107,0.1526269801972688,-0.7171065318194418,0.473308365724318
nllb200_distilled_600M,Korean,syntax_ablated vs intact,0.0968451927071284,0.1526269801972688,-0.45165966613502334,0.6515141791138019
nllb200_distilled_600M,Korean,semantics_ablated vs syntax_ablated,0.0637518625922107,0.0968451927071284,-0.26544686568441844,0.7906652370011866
nllb200_distilled_600M,Mandarin,semantics_ablated vs intact,0.1094753107965944,0.0592204434745024,0.40342292821250186,0.6866371223294709
nllb200_distilled_600M,Mandarin,syntax_ablated vs intact,0.0940503915370629,0.0592204434745024,0.27921775345782474,0.7800777199482456
nllb200_distilled_600M,Mandarin,semantics_ablated vs syntax_ablated,0.1094753107965944,0.0940503915370629,0.1242051747546771,0.901152825106486
nllb200_distilled_600M,Polish,semantics_ablated vs intact,-0.0168702699750083,0.0323281716938587,-0.39214962423862204,0.694947663085244
nllb200_distilled_600M,Polish,syntax_ablated vs intact,0.088276753955926,0.0323281716938587,0.44758290540212886,0.6544542426133633
nllb200_distilled_600M,Polish,semantics_ablated vs syntax_ablated,-0.0168702699750083,0.088276753955926,-0.839732529640751,0.40105837068693106
nllb200_distilled_600M,Portuguese,semantics_ablated vs intact,0.0125322502503937,-0.0346182098307212,0.3758428470955658,0.7070337318076096
nllb200_distilled_600M,Portuguese,syntax_ablated vs intact,0.1072282258026884,-0.0346182098307212,1.1337380124661296,0.2569044595748853
nllb200_distilled_600M,Portuguese,semantics_ablated vs syntax_ablated,0.0125322502503937,0.1072282258026884,-0.7578951653705638,0.44851374477911143
nllb200_distilled_600M,Russian,semantics_ablated vs intact,-0.0356993579678884,0.0200948064819216,-0.44474883041592506,0.6565012767621081
nllb200_distilled_600M,Russian,syntax_ablated vs intact,0.0256304854819884,0.0200948064819216,0.04413528531561051,0.9647965665629172
nllb200_distilled_600M,Russian,semantics_ablated vs syntax_ablated,-0.0356993579678884,0.0256304854819884,-0.4888841157315356,0.6249237419041564
xglm_large,Arabic,semantics_ablated vs intact,-0.1503868101999894,-0.0951893299406522,-0.44670688992928087,0.6550867064830013
xglm_large,Arabic,syntax_ablated vs intact,-0.2192660468711166,-0.0951893299406522,-1.015263134779796,0.3099804124131915
xglm_large,Arabic,semantics_ablated vs syntax_ablated,-0.1503868101999894,-0.2192660468711166,0.5685562448505151,0.5696573257317108
xglm_large,German,semantics_ablated vs intact,-0.0564148697490154,-0.0196180560809742,-0.29368012778792274,0.7690023407685456
xglm_large,German,syntax_ablated vs intact,0.0534334382117921,-0.0196180560809742,0.5825506078355132,0.5601958636831148
xglm_large,German,semantics_ablated vs syntax_ablated,-0.0564148697490154,0.0534334382117921,-0.8762307356234359,0.38090461076238036
xglm_large,Hindi,semantics_ablated vs intact,0.0434289654302494,0.0172620195802698,0.20872040017903498,0.8346665138321201
xglm_large,Hindi,syntax_ablated vs intact,0.1734043963590374,0.0172620195802698,1.2583415765046375,0.20826825102333224
xglm_large,Hindi,semantics_ablated vs syntax_ablated,0.0434289654302494,0.1734043963590374,-1.0496211763256027,0.2938923169859149
xglm_large,Italian,semantics_ablated vs intact,0.1010463533146149,0.059601484102637,0.3324550692186854,0.7395456616117122
xglm_large,Italian,syntax_ablated vs intact,-0.0252167871210249,0.059601484102637,-0.6764966012664148,0.4987254031878563
xglm_large,Italian,semantics_ablated vs syntax_ablated,0.1010463533146149,-0.0252167871210249,1.0089516704851003,0.3129978129145179
xglm_large,Korean,semantics_ablated vs intact,0.2621394983352109,0.3802068774848994,-1.051046691576015,0.29323714578542615
xglm_large,Korean,syntax_ablated vs intact,0.3256193111464465,0.3802068774848994,-0.4970974289310976,0.6191203476213238
xglm_large,Korean,semantics_ablated vs syntax_ablated,0.2621394983352109,0.3256193111464465,-0.5539492626449174,0.5796135695969804
xglm_large,Mandarin,semantics_ablated vs intact,0.0455108609069265,-0.0717305070654674,0.9354940440998606,0.34953375129641673
xglm_large,Mandarin,syntax_ablated vs intact,0.0077751509263796,-0.0717305070654674,0.6345404679525701,0.5257281655697419
xglm_large,Mandarin,semantics_ablated vs syntax_ablated,0.0455108609069265,0.0077751509263796,0.30095357614729057,0.7634498951146398
xglm_large,Polish,semantics_ablated vs intact,0.1203523359964283,0.0797377623358012,0.32696425292473696,0.7436949225419951
xglm_large,Polish,syntax_ablated vs intact,-0.0116745483022893,0.0797377623358012,-0.7297922961142599,0.46551715422775364
xglm_large,Polish,semantics_ablated vs syntax_ablated,0.1203523359964283,-0.0116745483022893,1.0567565490389967,0.2906227093925322
xglm_large,Portuguese,semantics_ablated vs intact,0.1550606521029485,0.1446942800049945,0.08450548707525019,0.9326545403933757
xglm_large,Portuguese,syntax_ablated vs intact,0.1369054041754307,0.1446942800049945,-0.06332282237989152,0.9495094425990793
xglm_large,Portuguese,semantics_ablated vs syntax_ablated,0.1550606521029485,0.1369054041754307,0.14782830945514172,0.8824782670777302
xglm_large,Russian,semantics_ablated vs intact,0.1514899144274871,0.294815416644461,-1.2046021710159727,0.22835691821349569
xglm_large,Russian,syntax_ablated vs intact,0.1173381659287869,0.294815416644461,-1.4817836250488714,0.13839787752529142
xglm_large,Russian,semantics_ablated vs syntax_ablated,0.1514899144274871,0.1173381659287869,0.2771814540328986,0.7816407794682894
xglm_med,Arabic,semantics_ablated vs intact,0.2292035389643084,-0.2287114714717185,3.714827967274138,0.00020334198483107357
xglm_med,Arabic,syntax_ablated vs intact,0.0970389559255643,-0.2287114714717185,2.6310591870001305,0.008511921066249872
xglm_med,Arabic,semantics_ablated vs syntax_ablated,0.2292035389643084,0.0970389559255643,1.0837687802740072,0.27846733078589203
xglm_med,German,semantics_ablated vs intact,-0.3125293670337998,0.1977081515289863,-4.17314231929637,3.0042714489475486e-05
xglm_med,German,syntax_ablated vs intact,-0.2185412132280317,0.1977081515289863,-3.3665318317568094,0.000761197964785465
xglm_med,German,semantics_ablated vs syntax_ablated,-0.3125293670337998,-0.2185412132280317,-0.8066104875395603,0.41989092960163465
xglm_med,Hindi,semantics_ablated vs intact,-0.065049255057643,0.1832229930629637,-1.9958126972176848,0.045954314213352276
xglm_med,Hindi,syntax_ablated vs intact,0.080536365711088,0.1832229930629637,-0.8335602612566128,0.4045288266725968
xglm_med,Hindi,semantics_ablated vs syntax_ablated,-0.065049255057643,0.080536365711088,-1.1622524359610718,0.24513294086552673
xglm_med,Italian,semantics_ablated vs intact,0.1264464216481915,0.186683660748078,-0.4922417968337013,0.6225484202273979
xglm_med,Italian,syntax_ablated vs intact,0.1552646941470981,0.186683660748078,-0.25793164241170985,0.7964596637802686
xglm_med,Italian,semantics_ablated vs syntax_ablated,0.1264464216481915,0.1552646941470981,-0.2343101544219914,0.8147442032382091
xglm_med,Korean,semantics_ablated vs intact,-0.2624312595735709,0.3856095901831116,-5.381655153764335,7.380405064871809e-08
xglm_med,Korean,syntax_ablated vs intact,-0.0085384232733637,0.3856095901831116,-3.3083690563358252,0.0009384105683800659
xglm_med,Korean,semantics_ablated vs syntax_ablated,-0.2624312595735709,-0.0085384232733637,-2.0732860974285092,0.038145661769485084
xglm_med,Mandarin,semantics_ablated vs intact,-0.1778023991613,0.1565059737376107,-2.6895546770945575,0.007154742513443946
xglm_med,Mandarin,syntax_ablated vs intact,-0.0381635120779774,0.1565059737376107,-1.561743217979158,0.11834849317777918
xglm_med,Mandarin,semantics_ablated vs syntax_ablated,-0.1778023991613,-0.0381635120779774,-1.1278114591153996,0.2593995528795645
xglm_med,Polish,semantics_ablated vs intact,-0.0200308151805873,-0.1101439869138934,0.7216378671116355,0.4705171514737283
xglm_med,Polish,syntax_ablated vs intact,-0.0745864317633066,-0.1101439869138934,0.2858166389804987,0.7750185634508722
xglm_med,Polish,semantics_ablated vs syntax_ablated,-0.0200308151805873,-0.0745864317633066,0.4358212281311368,0.6629664407306044
xglm_med,Portuguese,semantics_ablated vs intact,0.1370622259419991,0.2528990640720925,-0.9608424225571918,0.3366314046413792
xglm_med,Portuguese,syntax_ablated vs intact,0.1913988211031325,0.2528990640720925,-0.5157237247562855,0.6060473820762211
xglm_med,Portuguese,semantics_ablated vs syntax_ablated,0.1370622259419991,0.1913988211031325,-0.4451186978009063,0.6562339771590915
xglm_med,Russian,semantics_ablated vs intact,0.0393625893213912,0.2882535945784598,-2.050165213619159,0.04034831132942207
xglm_med,Russian,syntax_ablated vs intact,0.1843417164945579,0.2882535945784598,-0.8780467532808245,0.37991834711520944
xglm_med,Russian,semantics_ablated vs syntax_ablated,0.0393625893213912,0.1843417164945579,-1.1721184603383346,0.24114949932116447
xglm_small,Arabic,semantics_ablated vs intact,-0.3525263530275375,-0.482543112768712,1.2588002011304464,0.2081025076947851
xglm_small,Arabic,syntax_ablated vs intact,-0.2767063381531668,-0.482543112768712,1.9298747391101048,0.053622360061960084
xglm_small,Arabic,semantics_ablated vs syntax_ablated,-0.3525263530275375,-0.2767063381531668,-0.6710745379796582,0.502173046517685
xglm_small,German,semantics_ablated vs intact,0.4045790893486103,0.4621427165090513,-0.5651418434682411,0.5719772895389095
xglm_small,German,syntax_ablated vs intact,0.3385615346170105,0.4621427165090513,-1.1759040216236658,0.2396332316371681
xglm_small,German,semantics_ablated vs syntax_ablated,0.4045790893486103,0.3385615346170105,0.6107621781554248,0.5413570357774251
xglm_small,Hindi,semantics_ablated vs intact,0.1542096783749252,0.3397204372958655,-1.5804032266879402,0.11401455310474895
xglm_small,Hindi,syntax_ablated vs intact,0.0592654384126919,0.3397204372958655,-2.3463125475073614,0.018960200768524116
xglm_small,Hindi,semantics_ablated vs syntax_ablated,0.1542096783749252,0.0592654384126919,0.7659093208194209,0.4437302594943435
xglm_small,Italian,semantics_ablated vs intact,0.0371652572311089,-0.0741569773576626,0.8883155263772183,0.3743710501828468
xglm_small,Italian,syntax_ablated vs intact,0.0955875633801867,-0.0741569773576626,1.3560609332021993,0.17507978153934145
xglm_small,Italian,semantics_ablated vs syntax_ablated,0.0371652572311089,0.0955875633801867,-0.467745406824981,0.6399666655081333
xglm_small,Korean,semantics_ablated vs intact,0.4123517489188749,0.470014954710661,-0.5709410828768008,0.5680395811820813
xglm_small,Korean,syntax_ablated vs intact,0.3440246415863477,0.470014954710661,-1.2067719758768862,0.22751997134208302
xglm_small,Korean,semantics_ablated vs syntax_ablated,0.4123517489188749,0.3440246415863477,0.6358308930000854,0.5248866494924989
xglm_small,Mandarin,semantics_ablated vs intact,0.1454259871562275,0.1355427872461457,0.08034247848930694,0.9359648744387001
xglm_small,Mandarin,syntax_ablated vs intact,0.1445237003444605,0.1355427872461457,0.07299807264661869,0.9418076512257658
xglm_small,Mandarin,semantics_ablated vs syntax_ablated,0.1454259871562275,0.1445237003444605,0.007344405842688253,0.994140064651005
xglm_small,Polish,semantics_ablated vs intact,-0.0269910355868555,-0.199167954877183,1.393471827239415,0.16347715860749812
xglm_small,Polish,syntax_ablated vs intact,0.045305783754229,-0.199167954877183,1.9698822512439438,0.04885186702543254
xglm_small,Polish,semantics_ablated vs syntax_ablated,-0.0269910355868555,0.045305783754229,-0.5764104240045288,0.5643378002630555
xglm_small,Portuguese,semantics_ablated vs intact,0.3701909379848086,0.2718189418278568,0.8751015288185374,0.38151866531374234
xglm_small,Portuguese,syntax_ablated vs intact,0.3694908143021747,0.2718189418278568,0.8686384222844284,0.38504493191988187
xglm_small,Portuguese,semantics_ablated vs syntax_ablated,0.3701909379848086,0.3694908143021747,0.006463106534109068,0.9948432229828985
xglm_small,Russian,semantics_ablated vs intact,0.1437294710269322,-0.0091889751114559,1.22654762238721,0.21999266581661225
xglm_small,Russian,syntax_ablated vs intact,0.2215861551107055,-0.0091889751114559,1.8687593892943357,0.06165629722768351
xglm_small,Russian,semantics_ablated vs syntax_ablated,0.1437294710269322,0.2215861551107055,-0.6422117669071257,0.5207356938727115
xglm_xl,Arabic,semantics_ablated vs intact,-0.1317186814560992,-0.1450446373768723,0.10826534750270309,0.9137852096915153
xglm_xl,Arabic,syntax_ablated vs intact,-0.1054467824865095,-0.1450446373768723,0.3206169028643839,0.7485007267045787
xglm_xl,Arabic,semantics_ablated vs syntax_ablated,-0.1317186814560992,-0.1054467824865095,-0.2123515553616808,0.8318327770648568
xglm_xl,German,semantics_ablated vs intact,0.0083801230657937,0.0640338327138481,-0.444184665670101,0.6569090778814737
xglm_xl,German,syntax_ablated vs intact,0.0033432404437973,0.0640338327138481,-0.4843234794450735,0.6281563152072236
xglm_xl,German,semantics_ablated vs syntax_ablated,0.0083801230657937,0.0033432404437973,0.04013881377497249,0.9679824578045244
xglm_xl,Hindi,semantics_ablated vs intact,0.0661261823718194,0.1176461856242028,-0.41413821033815584,0.678772890640595
xglm_xl,Hindi,syntax_ablated vs intact,0.0053481522431206,0.1176461856242028,-0.8992290725401731,0.36853065786538375
xglm_xl,Hindi,semantics_ablated vs syntax_ablated,0.0661261823718194,0.0053481522431206,0.48509086220201736,0.6276118936783952
xglm_xl,Italian,semantics_ablated vs intact,-0.0888597868824146,0.0797869491942173,-1.347120276953836,0.17794149858866448
xglm_xl,Italian,syntax_ablated vs intact,-0.170702930315218,0.0797869491942173,-2.010878740868266,0.04433826638180882
xglm_xl,Italian,semantics_ablated vs syntax_ablated,-0.0888597868824146,-0.170702930315218,0.6637584639144297,0.5068449139581017
xglm_xl,Korean,semantics_ablated vs intact,0.062050466124554,0.2940460085623381,-1.91933194142522,0.05494233810825677
xglm_xl,Korean,syntax_ablated vs intact,0.1504368804392525,0.2940460085623381,-1.2064760375723003,0.2276339930561313
xglm_xl,Korean,semantics_ablated vs syntax_ablated,0.062050466124554,0.1504368804392525,-0.7128559038529196,0.47593492817241234
xglm_xl,Mandarin,semantics_ablated vs intact,-0.0010458136324347,-0.011364378402686,0.08222932655537782,0.9344643531882579
xglm_xl,Mandarin,syntax_ablated vs intact,-0.0237557686506813,-0.011364378402686,-0.09877485504722891,0.9213170336068837
xglm_xl,Mandarin,semantics_ablated vs syntax_ablated,-0.0010458136324347,-0.0237557686506813,0.18100418160260673,0.8563642937866034
