model,hf_id,layer,perturbation,n,mean_similarity,std_similarity,sem_similarity
mgpt,ai-forever/mGPT,14,contentwords,627,0.8622393012046814,0.12342962622642517,0.004929304461353481
mgpt,ai-forever/mGPT,14,nouns,627,0.8502665758132935,0.11307018995285034,0.004515588427353964
mgpt,ai-forever/mGPT,14,verbs,627,0.8457435369491577,0.11510753631591797,0.004596952203813666
mgpt,ai-forever/mGPT,14,nounsverbs,627,0.8552448749542236,0.11302492022514343,0.004513780528573321
mgpt,ai-forever/mGPT,14,nounsverbsadj,627,0.8606258630752563,0.11982609331607819,0.004785393219015095
mgpt,ai-forever/mGPT,14,functionwords,627,0.8446269035339355,0.1142992153763771,0.00456467097494423
mgpt,ai-forever/mGPT,14,paraphrase,627,0.8550436496734619,0.11815003305673599,0.004718457819739747
mgpt,ai-forever/mGPT,14,1LocalWordSwap,627,0.9444509744644165,0.03368889540433884,0.0013454048877215644
mgpt,ai-forever/mGPT,14,2LocalWordSwap,627,0.9435632824897766,0.03252377733588219,0.0012988745540534444
mgpt,ai-forever/mGPT,14,3LocalWordSwaps,627,0.9421557784080505,0.031831398606300354,0.0012712236110422979
mgpt,ai-forever/mGPT,14,4LocalWordSwaps,627,0.9423330426216125,0.03132941201329231,0.0012511761975638278
mgpt,ai-forever/mGPT,14,5LocalWordSwaps,627,0.9418536424636841,0.030949199572205544,0.0012359919752712558
mgpt,ai-forever/mGPT,14,Reversed,627,0.9158000349998474,0.035947225987911224,0.0014355939238642594
