model,hf_id,layer,perturbation,n,mean_similarity,std_similarity,sem_similarity
infoxlm_large,microsoft/infoxlm-large,14,contentwords,627,0.924688458442688,0.014816547743976116,0.0005917159204732496
infoxlm_large,microsoft/infoxlm-large,14,nouns,627,0.9032788276672363,0.013200828805565834,0.0005271903214344184
infoxlm_large,microsoft/infoxlm-large,14,verbs,627,0.8930195569992065,0.013492515310645103,0.0005388391583851702
infoxlm_large,microsoft/infoxlm-large,14,nounsverbs,627,0.9196956753730774,0.014161432161927223,0.0005655531242303778
infoxlm_large,microsoft/infoxlm-large,14,nounsverbsadj,627,0.9225706458091736,0.013498668558895588,0.0005390848954499271
infoxlm_large,microsoft/infoxlm-large,14,functionwords,627,0.8773765563964844,0.014569656923413277,0.0005818560508416662
infoxlm_large,microsoft/infoxlm-large,14,paraphrase,627,0.9367510080337524,0.011788012459874153,0.0004707678714213587
infoxlm_large,microsoft/infoxlm-large,14,1LocalWordSwap,627,0.9429287314414978,0.02187166176736355,0.0008734700348950575
infoxlm_large,microsoft/infoxlm-large,14,2LocalWordSwap,627,0.9406229257583618,0.02112489752471447,0.000843647143702657
infoxlm_large,microsoft/infoxlm-large,14,3LocalWordSwaps,627,0.9382688403129578,0.020530864596366882,0.0008199237536753465
infoxlm_large,microsoft/infoxlm-large,14,4LocalWordSwaps,627,0.9373763799667358,0.020519888028502464,0.0008194853917795956
infoxlm_large,microsoft/infoxlm-large,14,5LocalWordSwaps,627,0.9358245134353638,0.020653899759054184,0.0008248373047803731
infoxlm_large,microsoft/infoxlm-large,14,Reversed,627,0.9136300683021545,0.0196525901556015,0.0007848488510647229
