layer,r_mean,r_std,lang,r_transf,r_random
12,0.38785096659531226,0.1184602628442629,es,0.1549481937698719,-0.18357718189280736
12,0.38785096659531226,0.1184602628442629,mr,0.062428936895076614,0.34649800665282726
12,0.38785096659531226,0.1184602628442629,af,0.14848432716226237,-0.2108090482895199
12,0.38785096659531226,0.1184602628442629,vi,0.25209969389051917,0.0696778566888198
12,0.38785096659531226,0.1184602628442629,ta,0.46723399401626786,-0.2653691972066819
12,0.38785096659531226,0.1184602628442629,lt,0.3682396860485187,-0.09185968686789776
12,0.38785096659531226,0.1184602628442629,tr,0.20838785622342096,0.14314877258468797
12,0.38785096659531226,0.1184602628442629,nl,-0.015533950266704745,-0.014900397714500987
12,0.38785096659531226,0.1184602628442629,no,0.005357849877254509,0.06665544294755965
12,0.38785096659531226,0.1184602628442629,fa,0.35250133989507226,0.12227734661637883
12,0.38785096659531226,0.1184602628442629,fr,0.1937207272320883,-0.13512372248801313
12,0.38785096659531226,0.1184602628442629,ro,0.3945076527772928,-0.10768882490346059
13,0.38879085721960105,0.13653049415489188,es,0.16388353933427785,-0.165815586705376
13,0.38879085721960105,0.13653049415489188,mr,-0.05700052348347177,0.3322968411128732
13,0.38879085721960105,0.13653049415489188,af,0.2214051519804717,-0.20938772810560427
13,0.38879085721960105,0.13653049415489188,vi,0.2622014305088924,0.08042954928108799
13,0.38879085721960105,0.13653049415489188,ta,0.535139530403149,-0.2928110119296197
13,0.38879085721960105,0.13653049415489188,lt,0.3607149228178676,-0.16280730218283923
13,0.38879085721960105,0.13653049415489188,tr,0.22060851670716503,0.14986277076964388
13,0.38879085721960105,0.13653049415489188,nl,0.031083931492102958,-0.001816739232007344
13,0.38879085721960105,0.13653049415489188,no,-0.007998167418160528,0.033566896518021305
13,0.38879085721960105,0.13653049415489188,fa,0.37034163106626583,0.05694355692063205
13,0.38879085721960105,0.13653049415489188,fr,0.19204517484759318,-0.11756501967151745
13,0.38879085721960105,0.13653049415489188,ro,0.4301407169113786,-0.16705222830549216
14,0.40840550879949766,0.14129483141114105,es,0.16454769798138133,-0.19717497394800113
14,0.40840550879949766,0.14129483141114105,mr,0.0022632040868485912,0.32739792205083157
14,0.40840550879949766,0.14129483141114105,af,0.19319766837207852,-0.20953655881518468
14,0.40840550879949766,0.14129483141114105,vi,0.30799882494811637,0.07626240415736923
14,0.40840550879949766,0.14129483141114105,ta,0.5584918799026933,-0.3015263228684573
14,0.40840550879949766,0.14129483141114105,lt,0.3862547660548467,-0.19828022924618194
14,0.40840550879949766,0.14129483141114105,tr,0.3136129257377402,0.16964683683961876
14,0.40840550879949766,0.14129483141114105,nl,-0.00606790398479906,0.004581133841023823
14,0.40840550879949766,0.14129483141114105,no,0.02986535523118456,0.0708029266515081
14,0.40840550879949766,0.14129483141114105,fa,0.45688718000115447,0.03502873669229476
14,0.40840550879949766,0.14129483141114105,fr,0.17893830644271608,-0.11201462899293083
14,0.40840550879949766,0.14129483141114105,ro,0.42645878219419164,-0.1853606880124934
15,0.3930588055946039,0.15458393453200728,es,0.19817996384227712,-0.18602439884636696
15,0.3930588055946039,0.15458393453200728,mr,0.06342637510965511,0.3113241073782775
15,0.3930588055946039,0.15458393453200728,af,0.07887132674035993,-0.2671834752045122
15,0.3930588055946039,0.15458393453200728,vi,0.2852191518012158,0.0619117604094709
15,0.3930588055946039,0.15458393453200728,ta,0.5990993271315518,-0.37573395306258106
15,0.3930588055946039,0.15458393453200728,lt,0.45774019921470377,-0.21907009313286865
15,0.3930588055946039,0.15458393453200728,tr,0.39499556211175774,0.155096478130444
15,0.3930588055946039,0.15458393453200728,nl,-0.058971961970736946,-0.005141951182166883
15,0.3930588055946039,0.15458393453200728,no,0.10109643183123308,0.04280640641275878
15,0.3930588055946039,0.15458393453200728,fa,0.4989056479258182,-0.000489801606306954
15,0.3930588055946039,0.15458393453200728,fr,0.12078789328553129,-0.11637830553279006
15,0.3930588055946039,0.15458393453200728,ro,0.44674690203224166,-0.19667557045851095
16,0.41847384832451984,0.13484174208400396,es,0.11905138009581644,-0.12446253338783471
16,0.41847384832451984,0.13484174208400396,mr,0.13199904929904532,0.2989826508046609
16,0.41847384832451984,0.13484174208400396,af,0.02524065088921842,-0.2268888943877863
16,0.41847384832451984,0.13484174208400396,vi,0.309350370448403,0.04529464756852687
16,0.41847384832451984,0.13484174208400396,ta,0.5667845306912103,-0.30832998641709686
16,0.41847384832451984,0.13484174208400396,lt,0.5285109274773917,-0.20548692193033308
16,0.41847384832451984,0.13484174208400396,tr,0.3989936154595139,0.1796087741600098
16,0.41847384832451984,0.13484174208400396,nl,-0.10439792418906638,0.014977660444331225
16,0.41847384832451984,0.13484174208400396,no,0.20694925419150356,0.03926638880847756
16,0.41847384832451984,0.13484174208400396,fa,0.5169805438765777,-0.054608106980847684
16,0.41847384832451984,0.13484174208400396,fr,0.0679017688560111,-0.11986443023312945
16,0.41847384832451984,0.13484174208400396,ro,0.436249429990555,-0.14935717287298256
17,0.42230664815647206,0.11778960364464776,es,0.1341973822119481,-0.19063827696945504
17,0.42230664815647206,0.11778960364464776,mr,0.1848416872750915,0.3158498351740296
17,0.42230664815647206,0.11778960364464776,af,0.07318096845468058,-0.21814131020469707
17,0.42230664815647206,0.11778960364464776,vi,0.31765520683891085,-5.639030280132172e-05
17,0.42230664815647206,0.11778960364464776,ta,0.5279384742517249,-0.29117110588917705
17,0.42230664815647206,0.11778960364464776,lt,0.48468705939132556,-0.21898633914061844
17,0.42230664815647206,0.11778960364464776,tr,0.4428699819329807,0.09914595408676696
17,0.42230664815647206,0.11778960364464776,nl,-0.02598570270165485,-0.022651910322090716
17,0.42230664815647206,0.11778960364464776,no,0.19694575400716885,0.012072722936876707
17,0.42230664815647206,0.11778960364464776,fa,0.5552557118226991,-0.12565287573168213
17,0.42230664815647206,0.11778960364464776,fr,0.08565314796454444,-0.08898417623642975
17,0.42230664815647206,0.11778960364464776,ro,0.36971325932048527,-0.1847692400044758
18,0.4123585931564434,0.12594496418509862,es,0.19219894054103856,-0.18559529448454992
18,0.4123585931564434,0.12594496418509862,mr,0.1227780571323755,0.32777978654739276
18,0.4123585931564434,0.12594496418509862,af,0.10244165636586951,-0.1907480377199696
18,0.4123585931564434,0.12594496418509862,vi,0.2746070206504103,-0.019770093479170192
18,0.4123585931564434,0.12594496418509862,ta,0.5763980562436809,-0.3054972331666153
18,0.4123585931564434,0.12594496418509862,lt,0.4820084567448726,-0.2147238331888537
