model,hf_id,layer,perturbation,n,mean_similarity,std_similarity,sem_similarity
xlmr_large,xlm-roberta-large,14,contentwords,1000,0.9498067498207092,0.015688376501202583,0.0004961100253406349
xlmr_large,xlm-roberta-large,14,nouns,1000,0.9369649887084961,0.018709274008870125,0.0005916391923621889
xlmr_large,xlm-roberta-large,14,verbs,1000,0.9302574992179871,0.01959708333015442,0.0006197141881940547
xlmr_large,xlm-roberta-large,14,nounsverbs,1000,0.944714367389679,0.01917988993227482,0.0006065213745732107
xlmr_large,xlm-roberta-large,14,nounsverbsadj,1000,0.9484575986862183,0.015838241204619408,0.0005008491633772627
xlmr_large,xlm-roberta-large,14,functionwords,1000,0.9329134225845337,0.019197890534996986,0.0006070906036117895
xlmr_large,xlm-roberta-large,14,1LocalWordSwap,1000,0.9545855522155762,0.016282321885228157,0.0005148922275332769
xlmr_large,xlm-roberta-large,14,2LocalWordSwap,1000,0.9505084156990051,0.01761070266366005,0.0005568993161315994
xlmr_large,xlm-roberta-large,14,3LocalWordSwaps,1000,0.9472032785415649,0.01950417272746563,0.0006167760969612993
xlmr_large,xlm-roberta-large,14,4LocalWordSwaps,1000,0.9465492963790894,0.019381150603294373,0.000612885795811567
xlmr_large,xlm-roberta-large,14,5LocalWordSwaps,1000,0.9454266428947449,0.0200435072183609,0.0006338313510804634
xlmr_large,xlm-roberta-large,14,Reversed,1000,0.9378051161766052,0.02084622159600258,0.0006592154085195858
xlmr_large,xlm-roberta-large,14,paraphrase,1000,0.9572333097457886,0.014338652603328228,0.0004534280080442003
