model,hf_id,layer,perturbation,n,mean_similarity,std_similarity,sem_similarity
bert_base,bert-base-multilingual-cased,6,contentwords,627,0.8935566544532776,0.02057878114283085,0.0008218373562153411
bert_base,bert-base-multilingual-cased,6,nouns,627,0.8592815399169922,0.02365250512957573,0.0009445900682185067
bert_base,bert-base-multilingual-cased,6,verbs,627,0.8245989680290222,0.04340437799692154,0.0017334038888687222
bert_base,bert-base-multilingual-cased,6,nounsverbs,627,0.8873326182365417,0.0210739653557539,0.00084161310880067
bert_base,bert-base-multilingual-cased,6,nounsverbsadj,627,0.8921602368354797,0.020517006516456604,0.000819370315273109
bert_base,bert-base-multilingual-cased,6,functionwords,627,0.7965111136436462,0.033699020743370056,0.0013458092548122315
bert_base,bert-base-multilingual-cased,6,paraphrase,627,0.9060436487197876,0.02034274861216545,0.0008124111249125001
bert_base,bert-base-multilingual-cased,6,1LocalWordSwap,627,0.9200448393821716,0.03354621306061745,0.0013397067037849786
bert_base,bert-base-multilingual-cased,6,2LocalWordSwap,627,0.9180163741111755,0.03159692883491516,0.0012618597903334727
bert_base,bert-base-multilingual-cased,6,3LocalWordSwaps,627,0.9157720804214478,0.030752653256058693,0.0012281426714803815
bert_base,bert-base-multilingual-cased,6,4LocalWordSwaps,627,0.9151484966278076,0.030809305608272552,0.0012304051484970555
bert_base,bert-base-multilingual-cased,6,5LocalWordSwaps,627,0.91364586353302,0.030280152335762978,0.0012092728023443066
bert_base,bert-base-multilingual-cased,6,Reversed,627,0.8894352316856384,0.02526509203016758,0.0010089905857152194
