train,condition,language,model,r1,r2,r3,r_mean,r_sd
natstor,experimental,Arabic,mgpt,-0.5292804346162026,-0.15105853406499523,-0.575782310487732,-0.41870709305630993,0.19020588750524736
natstor,experimental,Arabic,xglm_small,0.052764161048070406,0.19268407594924325,-0.14759917557761684,0.03261635380656561,0.1396486625306611
natstor,experimental,Arabic,xglm_med,0.07558555092492553,0.28309053861498845,-0.006611830328381299,0.1173547530705109,0.12190259862901244
natstor,experimental,Arabic,xglm_large,0.02822049551512429,0.35520529211388,-0.046805102892233656,0.11220689491225688,0.17453438225941595
natstor,experimental,Arabic,xglm_xl,0.13806387386551372,0.2709225739072366,0.25264302464774785,0.2205431574734994,0.05879716347266774
main,experimental,German,nllb200_distilled_600M,-0.06456762227617432,-0.18617548503122971,0.1315380277286962,-0.027318728651266763,0.15885675637996294
main,experimental,German,nllb200_distilled_1B,0.02942227924746962,0.027265844560998048,-0.10920621083179227,-0.04097018313539711,0.06823602769639515
main,experimental,German,nllb200_1B,-0.03161115619853411,0.048434988675137354,-0.06317915853252194,-0.007372084928692294,0.05580707360382965
main,experimental,German,xlm_align,0.15104327762080896,-0.03385745338945882,-0.1150087853998963,-0.07443311939467756,0.04057566600521874
main,experimental,German,infoxlm_base,0.15822605729481423,0.14561186627693143,-0.23174658827336408,-0.04306736099821633,0.18867922727514774
main,experimental,German,infoxlm_large,0.013836794081476901,0.26628607581134817,-0.14982378467886706,0.05823114556624055,0.20805493024510763
main,experimental,German,multiminilm,-0.05872714480973337,-0.06092672167814109,-0.037258550205944714,-0.0490926359420429,0.011834085736098187
main,experimental,German,xlmr_base,0.05988484117883908,-0.11818639392870339,-0.09468757102354343,-0.1064369824761234,0.011749411452579982
main,experimental,German,xlmr_large,-0.08001756631255913,0.09825606854488243,-0.07004868232465389,0.014103693110114272,0.08415237543476817
main,experimental,German,distilmbert,-0.08537205843027047,0.03208625665538259,0.05555239546568376,0.043819326060533174,0.011733069405150585
main,experimental,German,bert_base,-0.03772794196898947,0.0408394779760188,-0.030719817205492876,0.005059830385262962,0.03577964759075584
main,experimental,German,mdeberta,0.15254485459199033,0.030644449770695206,0.007964038486636212,0.019304244128665708,0.011340205642029498
main,experimental,German,mt5_small,0.15639811099511142,-0.1288998735771633,-0.15278312987229273,-0.140841501724728,0.01194162814756472
main,experimental,German,mt5_base,0.07785016620635435,0.06872764075672469,0.058423550607786714,0.06357559568225571,0.0051520450744689875
main,experimental,German,mt5_large,0.12329832516046303,0.07595325598449006,-0.12356142292171897,-0.023804083468614456,0.09975733945310451
main,experimental,German,mgpt,0.026844684305461212,-0.33314644680598243,-0.1390134622131195,-0.23607995450955097,0.09706649229643147
main,experimental,German,xglm_small,0.08464375236399921,-0.21460810840377986,-0.276042869447726,-0.24532548892575293,0.030717380521973064
main,experimental,German,xglm_med,-0.0748395612895144,-0.23309265412060373,-0.1133570206937362,-0.17322483740716996,0.05986781671343377
main,experimental,German,xglm_large,0.061619112297367336,-0.21617974514713614,-0.06732298389785189,-0.141751364522494,0.07442838062464213
main,experimental,German,xglm_xl,0.2975057679838097,-0.006027437616401585,-0.24494002257479147,-0.12548373009559652,0.11945629247919494
pereira,experimental,German,nllb200_distilled_600M,0.24389588570853438,0.22784286726318148,0.22668685762922453,0.227264862446203,0.0005780048169784779
pereira,experimental,German,nllb200_distilled_1B,0.21694473417251864,0.09611752671401153,0.21728233723437343,0.15669993197419246,0.06058240526018095
pereira,experimental,German,nllb200_1B,0.20347812424575418,0.11971236134501201,-0.0858941764851379,0.016909092429937052,0.10280326891507496
pereira,experimental,German,xlm_align,0.3491389316006485,0.09706659913361437,0.26206544095635664,0.1795660200449855,0.08249942091137114
pereira,experimental,German,infoxlm_base,0.387788641817701,0.10763018941160932,0.2851212304352466,0.19637570992342795,0.08874552051181865
pereira,experimental,German,infoxlm_large,0.12754195836546842,0.07699796409440897,-0.1851747936703713,-0.05408841478798116,0.13108637888239014
pereira,experimental,German,multiminilm,0.32533383349035017,-0.03435615096071764,0.05899162934305316,0.01231773919116776,0.0466738901518854
pereira,experimental,German,xlmr_base,0.42543156636990703,-0.022053974782208878,0.28985196050432266,0.1338989928610569,0.15595296764326577
pereira,experimental,German,xlmr_large,0.33676357564509035,0.23034122625713335,-0.033382961835967985,0.09847913221058269,0.13186209404655067
pereira,experimental,German,distilmbert,-0.019647340280664314,0.009914137147791843,0.0812701933671237,0.04559216525745777,0.03567802810966593
pereira,experimental,German,bert_base,0.13160851637393245,0.08543935502849372,0.18846567145810691,0.13695251324330032,0.0515131582148066
pereira,experimental,German,mdeberta,0.10086607390478505,0.1832031566623545,0.004988709696827241,0.09409593317959088,0.08910722348276363
pereira,experimental,German,mt5_small,0.0902840494737591,0.12819864165037362,0.09427106629464686,0.11123485397251023,0.016963787677863378
pereira,experimental,German,mt5_base,0.017098380023331864,0.11810216151194536,0.16174486725345114,0.13992351438269823,0.02182135287075289
pereira,experimental,German,mt5_large,0.126044065588186,0.11667850519116564,0.05502685351501783,0.08585267935309174,0.030825825838073907
pereira,experimental,German,mgpt,0.025125442854532713,0.10398635160226331,0.024470713150217645,0.06422853237624047,0.03975781922602283
pereira,experimental,German,xglm_small,0.323044074324614,0.4448645226063165,0.4785348377827776,0.46169968019454705,0.016835157588230565
pereira,experimental,German,xglm_med,0.2236594915341619,0.04469979206905533,-0.06056287592150674,-0.007931541926225704,0.05263133399528104
pereira,experimental,German,xglm_large,-0.011381190085048065,0.04649051930579015,-0.16228949507195883,-0.05789948788308434,0.10439000718887449
pereira,experimental,German,xglm_xl,0.1737408789991586,0.4501488581585591,0.2574812855823499,0.35381507187045447,0.0963337862881046
control,experimental,German,nllb200_distilled_600M,0.19187135072794798,-0.01742794243180724,0.154649696979318,0.06861087727375538,0.08603881970556261
control,experimental,German,nllb200_distilled_1B,0.33938967086177574,-0.06540784747744285,0.1300759268819972,0.032334039702277176,0.09774188717972003
control,experimental,German,nllb200_1B,0.18730077208559046,-0.13718439764675172,0.1852016895858351,0.024008645969541692,0.1611930436162934
control,experimental,German,xlm_align,0.342538527142937,-0.015937320425852424,0.22733121410568446,0.10569694683991603,0.12163426726576845
control,experimental,German,infoxlm_base,0.3322455245124752,-0.10749640042376389,0.27469471694492076,0.08359915826057843,0.1910955586843423
control,experimental,German,infoxlm_large,0.2608308884569559,-0.14989483793929134,0.07632209107358731,-0.036786373432852015,0.11310846450643933
control,experimental,German,multiminilm,0.2027588687444832,-0.1218949321928585,0.0560943597830744,-0.03290028620489205,0.08899464598796644
control,experimental,German,xlmr_base,0.39745648190457605,0.1580542384915389,0.22185716540642217,0.18995570194898054,0.03190146345744163
control,experimental,German,xlmr_large,0.4323530789534026,0.034533239060442665,0.19148186203654904,0.11300755054849586,0.07847431148805319
control,experimental,German,distilmbert,0.2557318784579986,0.04737372941760278,0.07620859455265214,0.06179116198512746,0.014417432567524677
