step,feature_name,r2
0,rating_imageability_mean,0.9942369597162559
0,rating_others_thoughts_mean,0.9949925120843978
0,rating_physical_mean,0.9948777022952058
0,rating_places_mean,0.9964818015474971
0,rating_valence_mean,0.9898593640244722
0,rating_arousal_mean,0.9937322138587134
0,rating_sense_mean,0.9899676824773053
1,rating_imageability_mean,0.9932920698690663
1,rating_others_thoughts_mean,0.9945425288237283
1,rating_physical_mean,0.9948443499522323
1,rating_places_mean,0.9962258949400314
1,rating_valence_mean,0.9894580863330191
1,rating_arousal_mean,0.9925637573260806
1,rating_sense_mean,0.9842601210671538
8,rating_imageability_mean,0.9837697591138895
8,rating_others_thoughts_mean,0.9915603400302208
8,rating_physical_mean,0.9933575360283158
8,rating_places_mean,0.9952595312150478
8,rating_valence_mean,0.9814907640192443
8,rating_arousal_mean,0.9889270815460814
8,rating_sense_mean,0.9475632670311305
15,rating_imageability_mean,0.9804538127982537
15,rating_others_thoughts_mean,0.989431530013455
15,rating_physical_mean,0.9924200699643324
15,rating_places_mean,0.994944386470338
15,rating_valence_mean,0.9793887032578918
15,rating_arousal_mean,0.9855935105911612
15,rating_sense_mean,0.9191401787992816
22,rating_imageability_mean,0.9797055886889291
22,rating_others_thoughts_mean,0.987875263818944
22,rating_physical_mean,0.9917401885109001
22,rating_places_mean,0.9945617600117377
22,rating_valence_mean,0.9758539805597835
22,rating_arousal_mean,0.9832336571857161
22,rating_sense_mean,0.8872911270475478
29,rating_imageability_mean,0.9764953433119671
29,rating_others_thoughts_mean,0.9861756889411569
29,rating_physical_mean,0.989462394909597
29,rating_places_mean,0.993520640582539
29,rating_valence_mean,0.9690441374783579
29,rating_arousal_mean,0.9810461454721403
29,rating_sense_mean,0.8575095664790486
36,rating_imageability_mean,0.9741936626245978
36,rating_others_thoughts_mean,0.9847887820405808
36,rating_physical_mean,0.9878981066495897
36,rating_places_mean,0.9925392882587977
36,rating_valence_mean,0.9667598600037607
36,rating_arousal_mean,0.9786977789261592
36,rating_sense_mean,0.8381851547279917
43,rating_imageability_mean,0.9721926707556281
43,rating_others_thoughts_mean,0.9796754308929566
43,rating_physical_mean,0.9866536690155392
43,rating_places_mean,0.9913276101354334
43,rating_valence_mean,0.9627619054845041
43,rating_arousal_mean,0.9762198833672097
43,rating_sense_mean,0.812616812108717
50,rating_imageability_mean,0.9705553152793499
50,rating_others_thoughts_mean,0.9771074205160941
50,rating_physical_mean,0.9852144164196391
50,rating_places_mean,0.9911807658521667
50,rating_valence_mean,0.9581189565401461
50,rating_arousal_mean,0.9732716576231714
50,rating_sense_mean,0.7912068506025168
57,rating_imageability_mean,0.9685994526531315
57,rating_others_thoughts_mean,0.9743191659936131
57,rating_physical_mean,0.9840916182192223
57,rating_places_mean,0.9906095895694405
57,rating_valence_mean,0.9553528937785349
57,rating_arousal_mean,0.9699869680338062
57,rating_sense_mean,0.7695163083705673
64,rating_imageability_mean,0.964919433072627
64,rating_others_thoughts_mean,0.9728425441597623
64,rating_physical_mean,0.9831685311553838
64,rating_places_mean,0.9893951124970579
64,rating_valence_mean,0.9530439961670752
64,rating_arousal_mean,0.9674838677012032
64,rating_sense_mean,0.7479646074416484
71,rating_imageability_mean,0.9607154898745189
71,rating_others_thoughts_mean,0.9696268354677265
71,rating_physical_mean,0.9819216180881268
71,rating_places_mean,0.9883951704039017
71,rating_valence_mean,0.9512183992979436
71,rating_arousal_mean,0.9648471095723967
71,rating_sense_mean,0.7254267996796737
78,rating_imageability_mean,0.9566085806925828
78,rating_others_thoughts_mean,0.9672449831912802
78,rating_physical_mean,0.980437296422275
78,rating_places_mean,0.9875450301426998
78,rating_valence_mean,0.9477352279020294
78,rating_arousal_mean,0.9628391577550688
78,rating_sense_mean,0.69949792817654
85,rating_imageability_mean,0.9547804141885723
85,rating_others_thoughts_mean,0.9648340672035237
85,rating_physical_mean,0.9796703276993837
85,rating_places_mean,0.9872357127234282
85,rating_valence_mean,0.9462774929450473
85,rating_arousal_mean,0.9617822048105035
85,rating_sense_mean,0.6783923469091857
92,rating_imageability_mean,0.953010832705939
92,rating_others_thoughts_mean,0.9596869346613708
92,rating_physical_mean,0.978766229617563
92,rating_places_mean,0.9863888172071119
92,rating_valence_mean,0.9450548812804249
92,rating_arousal_mean,0.9587180926136081
92,rating_sense_mean,0.6635153350326551
99,rating_imageability_mean,0.9502235093114323
99,rating_others_thoughts_mean,0.9557943806041549
99,rating_physical_mean,0.977646961040386
99,rating_places_mean,0.9854607350322168
99,rating_valence_mean,0.9416592903893692
99,rating_arousal_mean,0.9573582486040891
99,rating_sense_mean,0.641855932218619
106,rating_imageability_mean,0.9483802388277549
106,rating_others_thoughts_mean,0.9526342831974549
106,rating_physical_mean,0.9769429420187715
106,rating_places_mean,0.983134644383289
106,rating_valence_mean,0.9389824056832339
106,rating_arousal_mean,0.9534412878480689
106,rating_sense_mean,0.6215661876412217
113,rating_imageability_mean,0.9461803033695955
113,rating_others_thoughts_mean,0.9486422686963067
113,rating_physical_mean,0.9757902621890113
113,rating_places_mean,0.9809477786987099
113,rating_valence_mean,0.9357715508773933
113,rating_arousal_mean,0.9502292723649609
113,rating_sense_mean,0.6014985168844467
120,rating_imageability_mean,0.9420835049575563
120,rating_others_thoughts_mean,0.9456522829225955
120,rating_physical_mean,0.9735747260865653
120,rating_places_mean,0.9784588089434207
120,rating_valence_mean,0.9340775324907296
120,rating_arousal_mean,0.9491372855981121
120,rating_sense_mean,0.580748310675491
127,rating_imageability_mean,0.9383623886909086
127,rating_others_thoughts_mean,0.9424541576514036
127,rating_physical_mean,0.9717984501288102
127,rating_places_mean,0.9775560157892672
127,rating_valence_mean,0.9319887272845623
127,rating_arousal_mean,0.9459664530379751
127,rating_sense_mean,0.5562044956240749
134,rating_imageability_mean,0.9346876426238301
134,rating_others_thoughts_mean,0.9404577041445229
134,rating_physical_mean,0.9701810854742483
134,rating_places_mean,0.9752847728449655
134,rating_valence_mean,0.926664987674476
134,rating_arousal_mean,0.9450348222380767
134,rating_sense_mean,0.5483026936045756
141,rating_imageability_mean,0.9313689242379526
141,rating_others_thoughts_mean,0.9387276300939921
141,rating_physical_mean,0.9682773339665436
141,rating_places_mean,0.9726320575227092
141,rating_valence_mean,0.9253365316339561
141,rating_arousal_mean,0.9418080882239465
141,rating_sense_mean,0.5244397250159519
148,rating_imageability_mean,0.9297095448535458
148,rating_others_thoughts_mean,0.9348694447003495
148,rating_physical_mean,0.9681751655208554
148,rating_places_mean,0.9718598707235392
148,rating_valence_mean,0.9237324877429368
148,rating_arousal_mean,0.9391914549105832
148,rating_sense_mean,0.5152102289185944
155,rating_imageability_mean,0.9275088897355092
155,rating_others_thoughts_mean,0.9311738626247887
155,rating_physical_mean,0.966255070836772
155,rating_places_mean,0.9682694659821323
155,rating_valence_mean,0.9189396208336341
155,rating_arousal_mean,0.9363220105370305
155,rating_sense_mean,0.4983518407229808
162,rating_imageability_mean,0.9249139231023158
162,rating_others_thoughts_mean,0.9261800478334116
162,rating_physical_mean,0.9644269957622809
162,rating_places_mean,0.9676707286943307
162,rating_valence_mean,0.9138069104742214
162,rating_arousal_mean,0.9341749215411176
162,rating_sense_mean,0.47849163615513135
169,rating_imageability_mean,0.9233864632943977
169,rating_others_thoughts_mean,0.9221202390412747
169,rating_physical_mean,0.9622338330353016
169,rating_places_mean,0.9661702437863401
169,rating_valence_mean,0.911044966133877
169,rating_arousal_mean,0.9304265383955139
169,rating_sense_mean,0.4625233778125767
176,rating_imageability_mean,0.9192189587142857
176,rating_others_thoughts_mean,0.9158643379325553
176,rating_physical_mean,0.9614862430197305
176,rating_places_mean,0.9652311590526865
176,rating_valence_mean,0.9033970234838002
176,rating_arousal_mean,0.923817116878916
176,rating_sense_mean,0.44417828436450923
183,rating_imageability_mean,0.9180091983385673
183,rating_others_thoughts_mean,0.9086383977919463
183,rating_physical_mean,0.9607887217616301
183,rating_places_mean,0.9644595128951837
183,rating_valence_mean,0.8981047235419519
183,rating_arousal_mean,0.9218387026963255
183,rating_sense_mean,0.4287645833525281
190,rating_imageability_mean,0.9157766837997129
190,rating_others_thoughts_mean,0.9013013145067384
190,rating_physical_mean,0.9598276528938379
