dataset,perturb_type,model,language,r1,r2,r3,r_mean,r_sd
Tuckute2024,nounsverbs,mt5_small,Arabic,-0.09730540936457455,0.14414261240387785,0.007677408538888411,0.018171537192730573,0.09884965640178796
Tuckute2024,nounsverbsadj,mt5_small,Arabic,-0.13036222282348986,0.18269115840296615,-0.0336402623423083,0.006229557745722665,0.13087604005245618
Tuckute2024,verbs,mt5_small,Arabic,0.145014401907297,0.03215537591239889,0.10323694894442495,0.0934689089213736,0.04658934707668855
Tuckute2024,1LocalWordSwap,mt5_small,German,0.049149248303799485,-0.004310428816675213,0.07557969918156911,0.035634635182446944,0.03994506399912216
Tuckute2024,2LocalWordSwap,mt5_small,German,0.04819331353146632,-0.00521498627657195,0.08926205782600795,0.042023535774718,0.04723852205128995
Tuckute2024,3LocalWordSwaps,mt5_small,German,0.03605832748140094,0.009812899576791307,0.10994020874233981,0.05987655415956556,0.05006365458277425
Tuckute2024,4LocalWordSwaps,mt5_small,German,0.0757681939979227,-0.025558836579608734,0.08764752831561218,0.03104434586800172,0.05660318244761046
Tuckute2024,5LocalWordSwaps,mt5_small,German,0.06349469412868002,-0.03692970893967935,0.07232056835276066,0.017695429706540654,0.05462513864622
Tuckute2024,Reversed,mt5_small,German,0.08882632385853631,-0.05335745539441398,0.04889872317000141,-0.002229366112206286,0.05112808928220769
Tuckute2024,contentwords,mt5_small,German,0.10331072801857784,0.14057491126744023,0.1396646489182132,0.14011978009282672,0.0004551311746135156
Tuckute2024,functionwords,mt5_small,German,0.06765169619922662,-0.11370257225994378,0.014774668777777658,-0.04946395174108306,0.06423862051886071
Tuckute2024,intact,mt5_small,German,0.06618545798635002,-0.009444593998019498,0.04644184284302391,0.018498624422502205,0.027943218420521707
Tuckute2024,nouns,mt5_small,German,0.04693271071446566,0.10302336221081593,0.191993808718073,0.14750858546444445,0.04448522325362854
Tuckute2024,nounsverbs,mt5_small,German,0.05058889986486566,0.024870672761695863,0.15290146695908355,0.0888860698603897,0.06401539709869385
Tuckute2024,nounsverbsadj,mt5_small,German,0.08403270657290059,0.06215367982675396,0.13733908893264443,0.0997463843796992,0.037592704552945236
Tuckute2024,verbs,mt5_small,German,0.21317273437594222,-0.05518625442604395,-0.13097170394137148,-0.09307897918370771,0.03789272475766376
Tuckute2024,1LocalWordSwap,mt5_small,Hindi,-0.010636090039682512,0.1254777970138427,0.03018535042212377,0.07783157371798324,0.04764622329585947
Tuckute2024,2LocalWordSwap,mt5_small,Hindi,-0.0027417352479295522,0.10809171659626424,-0.035006428446219276,0.03654264407502248,0.07154907252124176
Tuckute2024,3LocalWordSwaps,mt5_small,Hindi,0.006373498984663472,0.07984284729724624,-0.0036368014136242684,0.038103022941810984,0.04173982435543525
Tuckute2024,4LocalWordSwaps,mt5_small,Hindi,0.022754114603802143,0.09549902809525243,0.01420529803775142,0.054852163066501924,0.040646865028750506
Tuckute2024,5LocalWordSwaps,mt5_small,Hindi,0.03681830941960949,0.1070291766557942,-0.008607532360473825,0.04921082214766019,0.057818354508134016
Tuckute2024,Reversed,mt5_small,Hindi,0.04870242456199964,0.07298164640312718,-0.0507704185379923,0.01110561393256744,0.06187603247055974
Tuckute2024,contentwords,mt5_small,Hindi,-0.06667894667027748,0.1593876606399498,0.04803469213561148,0.10371117638778064,0.05567648425216916
Tuckute2024,functionwords,mt5_small,Hindi,-0.03583705540457164,-0.1214646559347444,0.02290998581072246,-0.04927733506201097,0.07218732087273343
Tuckute2024,intact,mt5_small,Hindi,0.0009637427098569691,0.18374349161208525,0.023948697272263564,0.10384609444217441,0.07989739716991084
Tuckute2024,nouns,mt5_small,Hindi,-0.02045230921421919,0.15146711343429148,0.10097439158600693,0.1262207525101492,0.025246360924142272
Tuckute2024,nounsverbs,mt5_small,Hindi,0.007587966854114446,0.14133832977528923,0.052712772903807235,0.09702555133954824,0.044312778435741
Tuckute2024,nounsverbsadj,mt5_small,Hindi,0.00869203906742649,0.14735279226272516,0.060848006590734735,0.10410039942672994,0.04325239283599521
Tuckute2024,verbs,mt5_small,Hindi,-0.020765157602762957,0.05050157900886426,-0.11018035950413975,-0.029839390247637744,0.080340969256502
Tuckute2024,1LocalWordSwap,mt5_small,Italian,0.00605529521889479,0.1974962611646228,0.31525747325784287,0.17293634321378681,0.1274202728593353
Tuckute2024,2LocalWordSwap,mt5_small,Italian,-0.00010972678767824866,0.17804590376156088,0.3078156884571796,0.16191728847702072,0.12622629021371912
Tuckute2024,3LocalWordSwaps,mt5_small,Italian,-0.005840775321703388,0.17231182563855638,0.3515645464970012,0.1726785322712847,0.14591034204012365
Tuckute2024,4LocalWordSwaps,mt5_small,Italian,-0.03274315409742627,0.19825718800381742,0.3340553438882606,0.16652312593155058,0.1514168034551072
Tuckute2024,5LocalWordSwaps,mt5_small,Italian,-0.00314244678476229,0.204687116618478,0.32689999292100674,0.1761482209182408,0.13624207482168352
Tuckute2024,Reversed,mt5_small,Italian,0.017261014920692045,0.12496263058721244,0.27868076086033566,0.14030146878941338,0.10727388890073834
Tuckute2024,contentwords,mt5_small,Italian,0.025146427495042683,0.06959090026183502,0.2916856641087662,0.12880766395521462,0.11659262409602301
Tuckute2024,functionwords,mt5_small,Italian,0.03925898199531801,0.18381035286678787,0.22711281452837118,0.15006071646349237,0.08031830039434801
Tuckute2024,intact,mt5_small,Italian,0.02614116697316259,0.20966454049567018,0.35087446749920764,0.1955600583226801,0.13294643390142968
Tuckute2024,nouns,mt5_small,Italian,0.03431362499270592,0.0456936084055754,0.19828818049819844,0.09276513796549325,0.07476055280979235
Tuckute2024,nounsverbs,mt5_small,Italian,-0.0035195956565750542,0.038285151435427274,0.28064217059039315,0.10513590878974845,0.1252696961713244
Tuckute2024,nounsverbsadj,mt5_small,Italian,0.01694291677595717,0.08892818755623477,0.3751802338497248,0.16035044606063892,0.154724159056163
Tuckute2024,verbs,mt5_small,Italian,0.02918094715224035,0.12644741967370365,-0.000985377394257821,0.05154766314389539,0.0543751286915233
Tuckute2024,1LocalWordSwap,mt5_small,Korean,0.0008045869103167276,0.04423899482502288,0.03887750451870152,0.0008045869103167276,0.0
Tuckute2024,2LocalWordSwap,mt5_small,Korean,-0.030640915548365677,0.06360120373156268,0.05402089398929297,-0.030640915548365677,0.0
Tuckute2024,3LocalWordSwaps,mt5_small,Korean,-0.014061787497393244,0.06564666020680265,0.014230452605464291,-0.014061787497393244,0.0
Tuckute2024,4LocalWordSwaps,mt5_small,Korean,0.020167465393273944,0.06679779097894413,0.007444541710505284,0.020167465393273944,0.0
Tuckute2024,5LocalWordSwaps,mt5_small,Korean,0.0016379352092954105,0.015320802373014022,0.01860745568653255,0.0016379352092954105,0.0
Tuckute2024,Reversed,mt5_small,Korean,0.017021196398185872,0.03884181188522791,-0.014885837893445162,0.017021196398185872,0.0
Tuckute2024,contentwords,mt5_small,Korean,0.05203971866953999,0.08014020697664077,-0.0026223872051479614,0.05203971866953999,0.0
Tuckute2024,functionwords,mt5_small,Korean,0.025696996228406356,0.08822579622822246,0.13762442234012137,0.025696996228406356,0.0
Tuckute2024,intact,mt5_small,Korean,0.03260347568847883,0.03033795415366417,0.036048243185505785,0.03260347568847883,0.0
Tuckute2024,nouns,mt5_small,Korean,0.03797007241306996,0.02896600519109599,-0.07155882571340762,0.03797007241306996,0.0
Tuckute2024,nounsverbs,mt5_small,Korean,0.06315467782221874,0.06816695538777319,0.02764210034389198,0.06315467782221874,0.0
Tuckute2024,nounsverbsadj,mt5_small,Korean,0.06078954232886,0.05364667186767573,-0.002804857563146873,0.06078954232886,0.0
Tuckute2024,verbs,mt5_small,Korean,-0.13151341078408474,0.11120187645950537,0.06763077236723251,-0.13151341078408474,0.0
Tuckute2024,1LocalWordSwap,mt5_small,Portuguese,0.14140021181723864,0.12860393564715716,0.13016366090572326,0.13578193636148095,0.0056182754557576875
Tuckute2024,2LocalWordSwap,mt5_small,Portuguese,0.1685624617275922,0.0913269983065742,0.11571397209412657,0.14213821691085937,0.02642424481673282
Tuckute2024,3LocalWordSwaps,mt5_small,Portuguese,0.14972419279213497,0.11450805905125572,0.10255578693901508,0.12613998986557504,0.023584202926559945
Tuckute2024,4LocalWordSwaps,mt5_small,Portuguese,0.14566717668082468,0.08364157083566896,0.08701658445034095,0.11634188056558281,0.029325296115241865
Tuckute2024,5LocalWordSwaps,mt5_small,Portuguese,0.12897623827901145,0.08431425689821417,0.1091020602951057,0.11903914928705858,0.00993708899195287
Tuckute2024,Reversed,mt5_small,Portuguese,0.11610328826558151,0.07952262565727974,0.07396395029490355,0.09503361928024254,0.021069668985338984
Tuckute2024,contentwords,mt5_small,Portuguese,0.16924351467921972,0.22513634735429047,0.06277505212157156,0.11600928340039564,0.05323423127882408
Tuckute2024,functionwords,mt5_small,Portuguese,0.19870822399660606,0.0705374088969829,0.15201250831553195,0.175360366156069,0.023347857840537056
Tuckute2024,intact,mt5_small,Portuguese,0.13638257459819955,0.09718043215405892,0.1422706059786493,0.13932659028842442,0.0029440156902248715
