train,condition,language,model,roi,r1,r2,r3,r_mean,r_sd
main,experimental,Arabic,xlmr_base,PostTemp,0.0755960874602107,0.25506095526495803,-0.06683337948015444,0.08794122108167142,0.13170242323346074
main,experimental,Arabic,xlmr_large,AntTemp,-0.048458698707312356,0.2508705011401782,-0.12303857342778232,0.026457743001694522,0.16157836889018992
main,experimental,Arabic,xlmr_large,IFG,0.022449972110652132,0.2780739355174807,0.053993421760803545,0.11817244312964548,0.11379839704451204
main,experimental,Arabic,xlmr_large,IFGorb,0.07197269555410112,0.08904021820356565,-0.19110291267742674,-0.01002999963991999,0.12822733707303827
main,experimental,Arabic,xlmr_large,MFG,0.09920375779479296,0.31520311109563237,0.22083297464919643,0.21174661451320728,0.08841512544802833
main,experimental,Arabic,xlmr_large,PostTemp,-0.07097619362938731,0.36913743678003974,-0.10923361628238513,0.06297587562275575,0.21705158180290007
main,experimental,Arabic,distilmbert,AntTemp,-0.2653446854945549,0.2296497662208577,-0.0033654928468194304,-0.013020137373505552,0.20219592136994752
main,experimental,Arabic,distilmbert,IFG,0.0561474475860159,0.3407073025357393,0.013024628378382952,0.13662645950004607,0.14537683734516307
main,experimental,Arabic,distilmbert,IFGorb,0.04439246788463037,0.08674565750350374,-0.21277298984044504,-0.027211621484103648,0.13234604700665456
main,experimental,Arabic,distilmbert,MFG,0.2654111633378487,0.3359893380728826,0.01467630600034209,0.20535893580369113,0.13787728521834924
main,experimental,Arabic,distilmbert,PostTemp,-0.16221308262018425,0.38160552904416134,-0.02948039431639444,0.06330401736919422,0.23150432809059196
main,experimental,Arabic,bert_base,AntTemp,-0.38068209957265786,0.11666044327964936,0.053987128651175324,-0.07001150921394439,0.22116230522251237
main,experimental,Arabic,bert_base,IFG,-0.09334896099931386,0.2927800147044231,0.15627424481092692,0.11856843283867873,0.1598753528260254
main,experimental,Arabic,bert_base,IFGorb,-0.10575053066535936,0.1738274630026788,-0.16899857376300884,-0.03364054714189647,0.14895706353159338
main,experimental,Arabic,bert_base,MFG,0.028321740554480095,0.24574469063665982,0.2752094869523936,0.1830919727145112,0.11009817475821101
