train,model,roi,r,r_random,SE,z,p,sig
control,mdeberta,AntTemp,0.14744210369096045,0.007945584231315393,0.030219728014974908,10.464422826331857,1.2584109988145056e-25,***
control,mdeberta,IFG,0.09780293573486114,0.015351901445136503,0.025234901861922777,5.689181679015647,1.2764960304861257e-08,***
control,mdeberta,IFGorb,0.13509048446477956,0.024769802807558763,0.031373244025795825,8.26515068759815,1.395183957014947e-16,***
control,mdeberta,MFG,0.06468474788753602,0.012963762107434313,0.021891366692156095,3.1546898421097596,0.0016066881040468237,**
control,mdeberta,PostTemp,0.09183087907267333,-0.0014509690243354552,0.024077438391318717,6.783171772537614,1.1756571239441833e-11,***
main,mdeberta,AntTemp,0.11006643292693431,0.008927525591589679,0.0388018361397423,8.063334756343272,7.424086035860621e-16,***
main,mdeberta,IFG,0.0968623594826718,-0.006078684037613694,0.05271263071746433,8.339378131934891,7.468223884403544e-17,***
main,mdeberta,IFGorb,0.13179878583467897,0.006241713723003534,0.04384459403756546,9.81118490639985,1.0077814447390598e-22,***
main,mdeberta,MFG,0.09004151475916235,-0.01364912846403923,0.0579471623287321,8.065589523951418,7.288330490677087e-16,***
main,mdeberta,PostTemp,0.16550349570988146,-0.04682856796069444,0.03020169102170786,16.660421291548626,2.542273780542476e-62,***
natstor,mdeberta,AntTemp,0.1685774926621355,-0.052072674499393595,0.04331585620934262,17.0737221579742,2.3286844741419905e-65,***
natstor,mdeberta,IFG,0.13815968819688465,-0.006362589941998657,0.04165144914407805,10.972351103234189,5.1904891956291095e-28,***
natstor,mdeberta,IFGorb,0.13614431611257125,0.02246885279813643,0.042473080592696666,9.664975881199068,4.2471995099046275e-22,***
natstor,mdeberta,MFG,0.1279263332727825,-0.007412308059378231,0.05220305436034043,10.16224669187362,2.9226276990621228e-24,***
natstor,mdeberta,PostTemp,0.2110445469163501,-0.058066040709148704,0.0376154024536059,20.36297100668929,3.563088374278583e-92,***
pereira,mdeberta,AntTemp,0.03181477101642463,0.04623752904579291,0.04205203572412242,-1.3748201956850832,0.16918719534211712,
pereira,mdeberta,IFG,0.0610575972579729,0.022339084532196827,0.022211858400418658,2.3815830559656948,0.01723840292770439,*
pereira,mdeberta,IFGorb,0.10019944605677275,0.025788748598089564,0.036396773083157606,5.186399340892326,2.143988198118126e-07,***
pereira,mdeberta,MFG,0.039756649850350385,0.04343299647558458,0.04034127092845764,-0.8107022747102436,0.4175366667360565,
pereira,mdeberta,PostTemp,0.014087871100232106,0.0541331601602494,0.03255130670603362,-2.8778612148983505,0.004003812411458015,**
control,mgpt,AntTemp,0.19307207351598815,0.05946307090395416,0.06309896486717077,10.302206664159625,6.886321962907742e-25,***
