dataset,perturb_type,model,r,SE
Pereira2018,4LocalWordSwaps,mgpt,-0.09440304594641273,0.09340105086026661
Pereira2018,4LocalWordSwaps,mt5_base,0.012570042629713889,0.03193387240238995
Pereira2018,4LocalWordSwaps,mt5_large,0.08651861229376359,0.03838775762472268
Pereira2018,4LocalWordSwaps,mt5_small,-0.044229919517086734,0.032956891225993414
Pereira2018,4LocalWordSwaps,multiminilm,0.037589950494131746,0.031187102514275877
Pereira2018,4LocalWordSwaps,nllb200_1B,0.01831796300481199,0.046116661578068714
Pereira2018,4LocalWordSwaps,nllb200_distilled_1B,-0.0009943708018470092,0.04569241725158479
Pereira2018,4LocalWordSwaps,nllb200_distilled_600M,0.015967612990666322,0.05109390983526651
Pereira2018,4LocalWordSwaps,xglm_large,-0.019360860125669635,0.031739972857081834
Pereira2018,4LocalWordSwaps,xglm_med,-0.027190606445157875,0.028050045215346955
Pereira2018,4LocalWordSwaps,xglm_small,0.0625069382183626,0.07883267994871315
Pereira2018,4LocalWordSwaps,xglm_xl,0.029588329413639567,0.058715798989481933
Pereira2018,4LocalWordSwaps,xlm_align,0.054662496641091775,0.04672363997990614
Pereira2018,4LocalWordSwaps,xlmr_base,0.0541350758542605,0.034147481681175866
Pereira2018,4LocalWordSwaps,xlmr_large,0.011123944210550189,0.022901106288641174
Pereira2018,5LocalWordSwaps,bert_base,0.0009947648625641234,0.048101749671756115
Pereira2018,5LocalWordSwaps,distilmbert,-0.011119173748862602,0.0664887520688111
Pereira2018,5LocalWordSwaps,infoxlm_base,0.034788410055585556,0.037126457323822935
Pereira2018,5LocalWordSwaps,infoxlm_large,0.02247433583813012,0.03530871008745625
Pereira2018,5LocalWordSwaps,mdeberta,-0.01059984642329599,0.022270852066779454
Pereira2018,5LocalWordSwaps,mgpt,-0.009912365612144033,0.04849709811348276
Pereira2018,5LocalWordSwaps,mt5_base,0.016887795813984488,0.03378012881603833
Pereira2018,5LocalWordSwaps,mt5_large,0.07604128508553554,0.03991493163623822
Pereira2018,5LocalWordSwaps,mt5_small,-0.04585223083152293,0.0324645680659351
Pereira2018,5LocalWordSwaps,multiminilm,0.03937436451649122,0.031062617128366648
Pereira2018,5LocalWordSwaps,nllb200_1B,0.01718154356946778,0.046891361465131176
Pereira2018,5LocalWordSwaps,nllb200_distilled_1B,0.0007887560581771853,0.04417139558802283
Pereira2018,5LocalWordSwaps,nllb200_distilled_600M,0.013987396292093212,0.05246069131659766
Pereira2018,5LocalWordSwaps,xglm_large,-0.01090715449355237,0.03294736050616832
Pereira2018,5LocalWordSwaps,xglm_med,0.012676511772714323,0.03805619315260928
Pereira2018,5LocalWordSwaps,xglm_small,0.07992673531349641,0.06266578760423307
Pereira2018,5LocalWordSwaps,xglm_xl,0.02296363602673409,0.04825497106752833
Pereira2018,5LocalWordSwaps,xlm_align,0.04948140396636211,0.04080535171208507
Pereira2018,5LocalWordSwaps,xlmr_base,0.06118251482374045,0.030369734026015865
