dataset,perturb_type,model,r,SE
Pereira2018,5LocalWordSwaps,xlmr_large,0.016267270410740983,0.03165401151744094
Pereira2018,Reversed,bert_base,0.008424504491987322,0.05208421186115151
Pereira2018,Reversed,distilmbert,-0.019417406686921476,0.06538714976996628
Pereira2018,Reversed,infoxlm_base,0.006346230778308075,0.037080014434402266
Pereira2018,Reversed,infoxlm_large,0.003305019553952846,0.03301159682172094
Pereira2018,Reversed,mdeberta,0.030143186818428376,0.02927312815129948
Pereira2018,Reversed,mgpt,-0.13095930886558896,0.097321599238321
Pereira2018,Reversed,mt5_base,0.018171107439380208,0.03589561260218009
Pereira2018,Reversed,mt5_large,0.09393799269807657,0.027129924891929544
Pereira2018,Reversed,mt5_small,-0.0535687092029319,0.03419372469345861
Pereira2018,Reversed,multiminilm,-0.0018233613697015002,0.024038251945266056
Pereira2018,Reversed,nllb200_1B,0.021722407622091225,0.06247537481775028
Pereira2018,Reversed,nllb200_distilled_1B,0.010700322430124436,0.05949267309524936
Pereira2018,Reversed,nllb200_distilled_600M,-0.0041033505675995745,0.06281540766391921
Pereira2018,Reversed,xglm_large,-0.0732535723298681,0.0363000070205573
Pereira2018,Reversed,xglm_med,-0.006231461185413654,0.03965149469913914
Pereira2018,Reversed,xglm_small,0.07403751303205434,0.06749152804424757
Pereira2018,Reversed,xglm_xl,0.08671378514201482,0.05316736407614806
Pereira2018,Reversed,xlm_align,0.05288222649449388,0.043017043543340856
Pereira2018,Reversed,xlmr_base,0.043372220566019165,0.026342872989360902
Pereira2018,Reversed,xlmr_large,-0.016544529278180835,0.04851407252092877
Pereira2018,contentwords,bert_base,0.056599064456990957,0.05468907447162546
Pereira2018,contentwords,distilmbert,-0.0022877815495234155,0.060568402939346844
Pereira2018,contentwords,infoxlm_base,0.02029482463708447,0.040176157335932904
Pereira2018,contentwords,infoxlm_large,0.035787017915020695,0.024284172353763928
Pereira2018,contentwords,mdeberta,-0.0325221551526562,0.024045137169945965
Pereira2018,contentwords,mgpt,0.1420140725078576,0.04556567658193653
Pereira2018,contentwords,mt5_base,0.011163989423608798,0.021900891049357173
Pereira2018,contentwords,mt5_large,0.06310009416526707,0.04235603862112832
Pereira2018,contentwords,mt5_small,-0.03686049938629451,0.031635618925303845
Pereira2018,contentwords,multiminilm,0.06713976420629089,0.03493919328331232
Pereira2018,contentwords,nllb200_1B,0.015140419760338968,0.04351229041864162
Pereira2018,contentwords,nllb200_distilled_1B,-0.011653513415233845,0.031234837736222414
Pereira2018,contentwords,nllb200_distilled_600M,-0.002163478305530769,0.04220513488374411
Pereira2018,contentwords,xglm_large,-0.014494906616375529,0.033140127468036754
Pereira2018,contentwords,xglm_med,0.059897722914794414,0.0495662655136233
Pereira2018,contentwords,xglm_small,0.022535216042530608,0.09956082555406287
Pereira2018,contentwords,xglm_xl,0.10035065312904523,0.045454419989471785
Pereira2018,contentwords,xlm_align,0.04387844731129367,0.050236750049423455
Pereira2018,contentwords,xlmr_base,0.09444828529628042,0.04589808387597861
Pereira2018,contentwords,xlmr_large,0.006492849908176654,0.0185244580295186
Pereira2018,functionwords,bert_base,0.05003691046440845,0.05229852921219696
Pereira2018,functionwords,distilmbert,0.04389692874239168,0.028716153580672244
Pereira2018,functionwords,infoxlm_base,-0.0714005083578721,0.034685958575424176
Pereira2018,functionwords,infoxlm_large,-0.012638168810774153,0.03679768437798498
Pereira2018,functionwords,mdeberta,-0.014331866749411207,0.025905244876970393
Pereira2018,functionwords,mgpt,-0.00755370237552291,0.05447899522093572
Pereira2018,functionwords,mt5_base,-0.01920161585265316,0.02788000034870451
Pereira2018,functionwords,mt5_large,0.029331615514456257,0.02961798372378136
Pereira2018,functionwords,mt5_small,-0.01938217893318129,0.0275442884399355
Pereira2018,functionwords,multiminilm,0.000511519239368456,0.017885572580705947
Pereira2018,functionwords,nllb200_1B,0.013430810898080485,0.05486951186752086
Pereira2018,functionwords,nllb200_distilled_1B,-0.027976823334294926,0.05922187470777062
Pereira2018,functionwords,nllb200_distilled_600M,-0.022017059010711455,0.056264839673626825
Pereira2018,functionwords,xglm_large,-0.0011530285362679655,0.033339627851045175
Pereira2018,functionwords,xglm_med,-0.023889006365053624,0.0269037430392013
Pereira2018,functionwords,xglm_small,0.1252883115371943,0.08471991667834837
Pereira2018,functionwords,xglm_xl,-0.043666755707378456,0.03970700874110392
Pereira2018,functionwords,xlm_align,-0.028083765879731555,0.03176941859948763
Pereira2018,functionwords,xlmr_base,0.01928260331661648,0.03362656359746583
Pereira2018,functionwords,xlmr_large,-0.01105118486884422,0.030278990750236445
Pereira2018,intact,bert_base,0.04996818294510155,0.05934200817429658
Pereira2018,intact,distilmbert,0.018680673789352023,0.07347329255506294
Pereira2018,intact,infoxlm_base,0.05260768131275309,0.044408349318284385
Pereira2018,intact,infoxlm_large,0.05327902806506623,0.033244652205539425
Pereira2018,intact,mdeberta,0.03153034073110302,0.02305507376492515
Pereira2018,intact,mgpt,0.10964330059221888,0.025686769654149417
Pereira2018,intact,mt5_base,0.020301189012141035,0.0366938408076831
Pereira2018,intact,mt5_large,0.10305169282405226,0.04659750350641481
Pereira2018,intact,mt5_small,-0.03231843192881629,0.029721013575447014
Pereira2018,intact,multiminilm,0.0559359581344571,0.036077119188842564
Pereira2018,intact,nllb200_1B,0.00641033588986139,0.03256827008150766
Pereira2018,intact,nllb200_distilled_1B,0.0015687667543463127,0.03949672607197733
Pereira2018,intact,nllb200_distilled_600M,0.014338884332646086,0.04375593009111201
Pereira2018,intact,xglm_large,0.0053753479448947795,0.03443678993204798
Pereira2018,intact,xglm_med,0.01905652099489093,0.034476788771132104
Pereira2018,intact,xglm_small,0.06710202248630677,0.08218196668106287
Pereira2018,intact,xglm_xl,0.08077522155289663,0.06482741776071844
Pereira2018,intact,xlm_align,0.07041647141842218,0.054000906484636436
Pereira2018,intact,xlmr_base,0.06893526508583189,0.0364679292984068
Pereira2018,intact,xlmr_large,0.03023071917416635,0.02337504502399722
Pereira2018,nouns,bert_base,0.06767098074786854,0.04405114989529183
Pereira2018,nouns,distilmbert,0.04944889626844327,0.04569921924744025
Pereira2018,nouns,infoxlm_base,0.07525629802113062,0.028210489082985794
Pereira2018,nouns,infoxlm_large,0.057743899375067596,0.0228164013327084
Pereira2018,nouns,mdeberta,-0.0010597272870109453,0.021419860257377268
Pereira2018,nouns,mgpt,0.1605503184718899,0.09406062399389063
Pereira2018,nouns,mt5_base,0.030440506790148276,0.01999106531346247
Pereira2018,nouns,mt5_large,0.0550461810675729,0.03294057436719892
Pereira2018,nouns,mt5_small,-0.02827917375246283,0.029053373262122695
Pereira2018,nouns,multiminilm,0.09047577396588158,0.02913335270374955
Pereira2018,nouns,nllb200_1B,0.002346472087779657,0.027419781264520226
Pereira2018,nouns,nllb200_distilled_1B,-0.022537304323193643,0.03200131506667562
Pereira2018,nouns,nllb200_distilled_600M,-0.007397790494200487,0.03144870602773852
Pereira2018,nouns,xglm_large,0.034878735165261174,0.04078869453860248
Pereira2018,nouns,xglm_med,0.051907187237955454,0.04087818723014997
Pereira2018,nouns,xglm_small,-0.005960919244200181,0.08973541972298262
Pereira2018,nouns,xglm_xl,0.08134588254044922,0.03735154952409724
Pereira2018,nouns,xlm_align,0.04143714275915289,0.04617589421738728
Pereira2018,nouns,xlmr_base,0.05776361796366098,0.03361693094964649
Pereira2018,nouns,xlmr_large,0.06804116081914119,0.029161782820624177
Pereira2018,nounsverbs,bert_base,0.045487839149767485,0.048094904907443635
Pereira2018,nounsverbs,distilmbert,0.02265230430391288,0.052564774166434264
Pereira2018,nounsverbs,infoxlm_base,0.02636260665370043,0.032973580154438444
Pereira2018,nounsverbs,infoxlm_large,0.017663623800739398,0.02292194234926771
Pereira2018,nounsverbs,mdeberta,-0.022390934001851943,0.02509126157199974
Pereira2018,nounsverbs,mgpt,0.14046468395027287,0.06820891072105635
Pereira2018,nounsverbs,mt5_base,0.013009860153289234,0.020561890749287524
