model,hf_id,layer,perturbation,n,mean_similarity,std_similarity,sem_similarity
infoxlm_base,microsoft/infoxlm-base,7,contentwords,1000,0.8993167877197266,0.021485408768057823,0.0006794282816681508
infoxlm_base,microsoft/infoxlm-base,7,nouns,1000,0.8664509057998657,0.03267296031117439,0.0010332097248359489
infoxlm_base,microsoft/infoxlm-base,7,verbs,1000,0.8263121247291565,0.043941617012023926,0.0013895559382879807
infoxlm_base,microsoft/infoxlm-base,7,nounsverbs,1000,0.8903962969779968,0.024559257552027702,0.0007766319150709877
infoxlm_base,microsoft/infoxlm-base,7,nounsverbsadj,1000,0.8962986469268799,0.021308686584234238,0.0006738398355285359
infoxlm_base,microsoft/infoxlm-base,7,functionwords,1000,0.8244603276252747,0.033736489713191986,0.0010668414775252735
infoxlm_base,microsoft/infoxlm-base,7,1LocalWordSwap,1000,0.9092730283737183,0.023524850606918335,0.0007439210953305639
infoxlm_base,microsoft/infoxlm-base,7,2LocalWordSwap,1000,0.9093247652053833,0.022743714973330498,0.000719219417694001
infoxlm_base,microsoft/infoxlm-base,7,3LocalWordSwaps,1000,0.9088236093521118,0.022340942174196243,0.0007064826234457436
infoxlm_base,microsoft/infoxlm-base,7,4LocalWordSwaps,1000,0.9085873961448669,0.022137632593512535,0.0007000534099948008
infoxlm_base,microsoft/infoxlm-base,7,5LocalWordSwaps,1000,0.9075274467468262,0.021848173812031746,0.0006908999196126381
infoxlm_base,microsoft/infoxlm-base,7,Reversed,1000,0.9032168984413147,0.020893601700663567,0.0006607136989846445
infoxlm_base,microsoft/infoxlm-base,7,paraphrase,1000,0.9012287855148315,0.019763970747590065,0.0006249916317132541
